"case","event"
"case_272","acctManip|http(s)"
"case_272","remoteexp|http(s)"
"case_272","CnC|http(s)"
"case_272","ACE|http(s)"
"case_272","resHJ|http(s)"
"case_272","dManip|http(s)"
"case_272","exfil|http(s)"
"case_272","delivery|http(s)"
"case_273","serD|unassigned"
"case_273","vulnD|storage"
"case_273","serD|unassigned"
"case_273","vulnD|storage"
"case_274","vulnD|storage"
"case_274","vulnD|storage"
"case_274","vulnD|storage"
"case_275","infoD|http(s)"
"case_275","infoD|http(s)"
"case_275","CnC|http(s)"
"case_276","hostD|http(s)"
"case_276","serD|remoteAccess"
"case_276","vulnD|storage"
"case_276","serD|unassigned"
"case_276","hostD|http(s)"
"case_276","serD|unassigned"
"case_276","vulnD|storage"
"case_276","serD|unassigned"
"case_276","vulnD|storage"
"case_276","hostD|http(s)"
"case_276","serD|remoteAccess"
"case_276","serD|unassigned"
"case_276","vulnD|storage"
"case_276","hostD|http(s)"
"case_276","serD|remoteAccess"
"case_276","serD|unassigned"
"case_276","vulnD|storage"
"case_276","hostD|http(s)"
"case_276","serD|ATCcomm"
"case_276","vulnD|storage"
"case_276","hostD|http(s)"
"case_276","serD|ATCcomm"
"case_276","vulnD|storage"
"case_276","serD|ATCcomm"
"case_276","vulnD|storage"
"case_277","hostD|http(s)"
"case_277","serD|remoteAccess"
"case_277","vulnD|storage"
"case_277","serD|remoteAccess"
"case_277","bfCred|email"
"case_278","hostD|http(s)"
"case_278","serD|unassigned"
"case_278","vulnD|storage"
"case_278","bfCred|email"
"case_279","hostD|http(s)"
"case_279","serD|remoteAccess"
"case_279","bfCred|email"
"case_280","serD|unassigned"
"case_280","vulnD|storage"
"case_280","hostD|http(s)"
"case_280","serD|remoteAccess"
"case_280","rPrivEsc|email"
"case_281","hostD|http(s)"
"case_281","serD|remoteAccess"
"case_281","vulnD|storage"
"case_281","serD|remoteAccess"
"case_281","hostD|unassigned"
"case_281","serD|unassigned"
"case_281","vulnD|storage"
"case_281","hostD|unassigned"
"case_281","serD|remoteAccess"
"case_282","hostD|http(s)"
"case_282","serD|remoteAccess"
"case_282","vulnD|storage"
"case_282","serD|unassigned"
"case_282","hostD|wireless"
"case_282","serD|unassigned"
"case_282","vulnD|storage"
"case_282","hostD|wireless"
"case_282","serD|remoteAccess"
"case_282","infoD|unassigned"
"case_282","exfil|unassigned"
"case_283","serD|unassigned"
"case_283","vulnD|storage"
"case_283","hostD|wireless"
"case_283","exfil|unassigned"
"case_284","hostD|http(s)"
"case_284","serD|remoteAccess"
"case_284","vulnD|storage"
"case_284","serD|remoteAccess"
"case_284","hostD|hostingServer"
"case_284","serD|unassigned"
"case_284","vulnD|storage"
"case_284","hostD|hostingServer"
"case_284","serD|remoteAccess"
"case_284","serD|unassigned"
"case_284","vulnD|storage"
"case_284","hostD|hostingServer"
"case_284","serD|remoteAccess"
"case_285","hostD|http(s)"
"case_285","serD|remoteAccess"
"case_285","vulnD|storage"
"case_285","serD|unassigned"
"case_285","hostD|http(s)"
"case_285","serD|unassigned"
"case_285","vulnD|storage"
"case_285","serD|unassigned"
"case_285","vulnD|storage"
"case_285","hostD|http(s)"
"case_285","serD|unassigned"
"case_285","vulnD|storage"
"case_285","hostD|http(s)"
"case_286","hostD|http(s)"
"case_286","serD|remoteAccess"
"case_286","vulnD|storage"
"case_286","serD|unassigned"
"case_286","hostD|remoteAccess"
"case_286","serD|unassigned"
"case_286","vulnD|storage"
"case_286","serD|voip"
"case_286","hostD|remoteAccess"
"case_286","serD|remoteAccess"
"case_286","vulnD|voip"
"case_286","serD|unassigned"
"case_286","vulnD|storage"
"case_286","hostD|remoteAccess"
"case_286","serD|remoteAccess"
"case_286","vulnD|voip"
"case_286","serD|unassigned"
"case_286","vulnD|storage"
"case_286","hostD|http(s)"
"case_286","vulnD|storage"
"case_286","hostD|http(s)"
"case_286","serD|remoteAccess"
"case_286","vulnD|voip"
"case_286","serD|ATCcomm"
"case_286","vulnD|storage"
"case_286","serD|unassigned"
"case_286","vulnD|storage"
"case_286","vulnD|storage"
"case_287","serD|remoteAccess"
"case_287","serD|remoteAccess"
"case_287","vulnD|storage"
"case_287","hostD|surveillance"
"case_287","serD|unassigned"
"case_287","vulnD|storage"
"case_287","hostD|surveillance"
"case_287","infoD|unassigned"
"case_287","exfil|unassigned"
"case_288","serD|unassigned"
"case_288","vulnD|storage"
"case_288","hostD|surveillance"
"case_288","infoD|unassigned"
"case_288","exfil|unassigned"
"case_289","serD|remoteAccess"
"case_289","serD|unassigned"
"case_289","vulnD|storage"
"case_289","serD|unassigned"
"case_289","vulnD|storage"
"case_289","serD|remoteAccess"
"case_289","serD|unassigned"
"case_289","vulnD|storage"
"case_289","serD|remoteAccess"
"case_289","serD|unassigned"
"case_289","vulnD|storage"
"case_289","serD|unassigned"
"case_289","vulnD|storage"
"case_289","serD|ATCcomm"
"case_289","vulnD|storage"
"case_289","serD|ATCcomm"
"case_289","vulnD|storage"
"case_289","serD|ATCcomm"
"case_289","vulnD|storage"
"case_290","serD|remoteAccess"
"case_290","serD|remoteAccess"
"case_290","vulnD|storage"
"case_290","serD|unassigned"
"case_290","vulnD|storage"
"case_290","serD|remoteAccess"
"case_290","serD|unassigned"
"case_290","vulnD|storage"
"case_290","serD|remoteAccess"
"case_290","serD|unassigned"
"case_290","vulnD|storage"
"case_290","serD|unassigned"
"case_290","vulnD|storage"
"case_290","serD|remoteAccess"
"case_290","serD|ATCcomm"
"case_290","vulnD|storage"
"case_290","serD|ATCcomm"
"case_290","vulnD|storage"
"case_290","serD|ATCcomm"
"case_290","vulnD|storage"
"case_291","serD|remoteAccess"
"case_291","serD|remoteAccess"
"case_291","vulnD|storage"
"case_291","serD|unassigned"
"case_291","vulnD|storage"
"case_291","serD|remoteAccess"
"case_291","serD|unassigned"
"case_291","vulnD|storage"
"case_291","serD|remoteAccess"
"case_291","serD|unassigned"
"case_291","vulnD|storage"
"case_291","serD|ATCcomm"
"case_291","vulnD|storage"
"case_291","serD|ATCcomm"
"case_291","vulnD|storage"
"case_291","serD|ATCcomm"
"case_291","vulnD|storage"
"case_292","serD|remoteAccess"
"case_292","serD|unassigned"
"case_292","vulnD|storage"
"case_292","serD|unassigned"
"case_292","vulnD|storage"
"case_292","serD|remoteAccess"
"case_292","serD|unassigned"
"case_292","vulnD|storage"
"case_292","serD|remoteAccess"
"case_292","serD|unassigned"
"case_292","vulnD|storage"
"case_292","serD|surveillance"
"case_292","vulnD|storage"
"case_292","serD|ATCcomm"
"case_292","vulnD|storage"
"case_292","serD|ATCcomm"
"case_292","vulnD|storage"
"case_292","serD|ATCcomm"
"case_292","vulnD|storage"
"case_293","serD|remoteAccess"
"case_293","serD|remoteAccess"
"case_293","vulnD|storage"
"case_293","serD|unassigned"
"case_293","vulnD|storage"
"case_293","serD|remoteAccess"
"case_293","serD|unassigned"
"case_293","vulnD|storage"
"case_293","serD|remoteAccess"
"case_293","serD|unassigned"
"case_293","vulnD|storage"
"case_293","serD|unassigned"
"case_293","vulnD|storage"
"case_293","serD|remoteAccess"
"case_293","serD|ATCcomm"
"case_293","vulnD|storage"
"case_293","serD|ATCcomm"
"case_293","vulnD|storage"
"case_293","serD|ATCcomm"
"case_293","vulnD|storage"
"case_294","serD|remoteAccess"
"case_294","serD|remoteAccess"
"case_294","vulnD|storage"
"case_294","serD|unassigned"
"case_294","vulnD|storage"
"case_294","serD|remoteAccess"
"case_294","serD|unassigned"
"case_294","vulnD|storage"
"case_294","serD|remoteAccess"
"case_294","vulnD|storage"
"case_294","serD|unassigned"
"case_294","vulnD|storage"
"case_294","serD|unassigned"
"case_294","vulnD|storage"
"case_294","serD|remoteAccess"
"case_294","serD|remoteAccess"
"case_294","serD|ATCcomm"
"case_294","vulnD|storage"
"case_294","serD|ATCcomm"
"case_294","vulnD|storage"
"case_294","serD|ATCcomm"
"case_294","vulnD|storage"
"case_295","serD|remoteAccess"
"case_295","serD|remoteAccess"
"case_295","vulnD|storage"
"case_295","serD|unassigned"
"case_295","vulnD|storage"
"case_295","serD|remoteAccess"
"case_295","serD|unassigned"
"case_295","vulnD|storage"
"case_295","serD|remoteAccess"
"case_296","serD|remoteAccess"
"case_296","serD|unassigned"
"case_296","vulnD|storage"
"case_296","serD|unassigned"
"case_296","vulnD|storage"
"case_296","serD|remoteAccess"
"case_296","serD|unassigned"
"case_296","vulnD|storage"
"case_296","serD|remoteAccess"
"case_297","serD|remoteAccess"
"case_297","serD|remoteAccess"
"case_297","vulnD|storage"
"case_297","serD|unassigned"
"case_297","vulnD|storage"
"case_297","serD|remoteAccess"
"case_297","serD|unassigned"
"case_297","vulnD|storage"
"case_297","serD|remoteAccess"
"case_297","serD|unassigned"
"case_297","vulnD|storage"
"case_297","serD|unassigned"
"case_297","vulnD|storage"
"case_297","serD|remoteAccess"
"case_297","serD|ATCcomm"
"case_297","vulnD|storage"
"case_297","serD|ATCcomm"
"case_297","vulnD|storage"
"case_297","serD|ATCcomm"
"case_297","vulnD|storage"
"case_298","serD|remoteAccess"
"case_298","serD|remoteAccess"
"case_298","vulnD|storage"
"case_298","serD|unassigned"
"case_298","vulnD|storage"
"case_298","serD|remoteAccess"
"case_298","serD|unassigned"
"case_298","vulnD|storage"
"case_298","serD|remoteAccess"
"case_298","serD|unassigned"
"case_298","vulnD|storage"
"case_298","serD|unassigned"
"case_298","vulnD|storage"
"case_298","serD|remoteAccess"
"case_298","serD|ATCcomm"
"case_298","vulnD|storage"
"case_298","serD|ATCcomm"
"case_298","vulnD|storage"
"case_298","serD|ATCcomm"
"case_298","vulnD|storage"
"case_299","serD|storage"
"case_299","vulnD|storage"
"case_299","hostD|hostingServer"
"case_299","serD|unassigned"
"case_299","vulnD|storage"
"case_300","serD|storage"
"case_300","vulnD|storage"
"case_300","serD|unassigned"
"case_300","vulnD|storage"
"case_300","infoD|unassigned"
"case_300","exfil|unassigned"
"case_301","infoD|unassigned"
"case_301","infoD|unassigned"
"case_301","infoD|unassigned"
"case_301","CnC|unassigned"
"case_302","serD|unassigned"
"case_302","vulnD|storage"
"case_302","serD|unassigned"
"case_302","vulnD|storage"
"case_303","serD|unassigned"
"case_303","vulnD|storage"
"case_303","serD|unassigned"
"case_303","vulnD|storage"
"case_304","hostD|http(s)"
"case_304","serD|unassigned"
"case_304","vulnD|storage"
"case_304","serD|unassigned"
"case_304","vulnD|storage"
"case_304","hostD|http(s)"
"case_305","serD|unassigned"
"case_305","vulnD|storage"
"case_305","serD|unassigned"
"case_305","vulnD|storage"
"case_306","serD|unassigned"
"case_306","vulnD|storage"
"case_306","vulnD|storage"
"case_306","vulnD|storage"
"case_307","serD|unassigned"
"case_307","vulnD|storage"
"case_307","exfil|broadcast"
"case_308","surf|http(s)"
"case_308","vulnD|http(s)"
"case_308","infoD|http(s)"
"case_308","rPrivEsc|http(s)"
"case_308","acctManip|http(s)"
"case_308","remoteexp|http(s)"
"case_308","CnC|http(s)"
"case_308","ACE|http(s)"
"case_308","netDOS|http(s)"
"case_308","resHJ|http(s)"
"case_308","dManip|http(s)"
"case_308","exfil|http(s)"
"case_308","delivery|http(s)"
"case_309","hostD|http(s)"
"case_309","serD|remoteAccess"
"case_309","vulnD|storage"
"case_309","infoD|http(s)"
"case_309","netDOS|http(s)"
"case_309","resHJ|http(s)"
"case_310","infoD|http(s)"
"case_310","netDOS|http(s)"
"case_310","resHJ|http(s)"
"case_311","surf|remoteAccess"
"case_311","serD|unassigned"
"case_311","vulnD|storage"
"case_311","hostD|http(s)"
"case_311","serD|remoteAccess"
"case_311","vulnD|voip"
"case_311","serD|voip"
"case_311","vulnD|voip"
"case_311","infoD|http(s)"
"case_311","netDOS|http(s)"
"case_311","resHJ|http(s)"
"case_312","serD|unassigned"
"case_312","vulnD|storage"
"case_312","hostD|http(s)"
"case_312","serD|unassigned"
"case_312","vulnD|storage"
"case_312","hostD|http(s)"
"case_313","hostD|hostingServer"
"case_313","serD|ATCcomm"
"case_313","vulnD|storage"
"case_313","infoD|http(s)"
"case_313","netDOS|http(s)"
"case_313","resHJ|http(s)"
"case_314","serD|unassigned"
"case_314","serD|unassigned"
"case_314","vulnD|storage"
"case_314","hostD|hostingServer"
"case_314","infoD|http(s)"
"case_314","netDOS|http(s)"
"case_314","resHJ|http(s)"
"case_315","infoD|http(s)"
"case_315","netDOS|http(s)"
"case_315","resHJ|http(s)"
"case_316","serD|unassigned"
"case_316","vulnD|storage"
"case_316","serD|unassigned"
"case_316","vulnD|storage"
"case_317","serD|unassigned"
"case_317","vulnD|storage"
"case_317","serD|unassigned"
"case_317","vulnD|storage"
"case_318","serD|unassigned"
"case_318","vulnD|storage"
"case_318","CnC|surveillance"
"case_318","CnC|unassigned"
"case_318","CnC|unassigned"
"case_318","acctManip|broadcast"
"case_319","serD|unassigned"
"case_319","vulnD|storage"
"case_319","acctManip|broadcast"
"case_320","serD|unassigned"
"case_320","vulnD|storage"
"case_320","serD|unassigned"
"case_320","vulnD|storage"
"case_321","serD|unassigned"
"case_321","vulnD|storage"
"case_321","acctManip|broadcast"
"case_322","serD|unassigned"
"case_322","vulnD|storage"
"case_322","infoD|http(s)"
"case_322","netDOS|http(s)"
"case_322","resHJ|http(s)"
"case_323","acctManip|broadcast"
"case_323","serD|ATCcomm"
"case_323","vulnD|storage"
"case_324","acctManip|broadcast"
"case_324","serD|unassigned"
"case_324","vulnD|storage"
"case_325","acctManip|broadcast"
"case_325","serD|unassigned"
"case_325","vulnD|storage"
"case_326","acctManip|broadcast"
"case_326","serD|ATCcomm"
"case_326","vulnD|storage"
"case_327","acctManip|broadcast"
"case_327","serD|unassigned"
"case_327","vulnD|storage"
"case_328","serD|unassigned"
"case_328","vulnD|storage"
"case_328","serD|unassigned"
"case_328","vulnD|storage"
"case_329","serD|unassigned"
"case_329","vulnD|storage"
"case_329","serD|unassigned"
"case_329","vulnD|storage"
"case_330","serD|ATCcomm"
"case_330","vulnD|storage"
"case_330","serD|surveillance"
"case_330","vulnD|storage"
"case_331","acctManip|broadcast"
"case_331","serD|unassigned"
"case_331","vulnD|storage"
"case_332","serD|unassigned"
"case_332","vulnD|storage"
"case_332","infoD|unassigned"
"case_332","uPrivEsc|hostingServer"
"case_332","exfil|unassigned"
"case_333","CnC|unassigned"
"case_333","CnC|unassigned"
"case_333","CnC|unassigned"
"case_334","serD|storage"
"case_334","vulnD|storage"
"case_334","serD|unassigned"
"case_334","vulnD|storage"
"case_334","serD|unassigned"
"case_334","vulnD|storage"
"case_335","serD|unassigned"
"case_335","vulnD|storage"
"case_335","serD|storage"
"case_335","vulnD|storage"
"case_335","serD|ATCcomm"
"case_335","vulnD|storage"
"case_336","serD|unassigned"
"case_336","vulnD|storage"
"case_336","serD|storage"
"case_336","vulnD|storage"
"case_336","surf|broadcast"
"case_336","vulnD|broadcast"
"case_336","infoD|broadcast"
"case_336","rPrivEsc|broadcast"
"case_336","acctManip|broadcast"
"case_336","remoteexp|broadcast"
"case_336","ACE|broadcast"
"case_336","resHJ|broadcast"
"case_336","dManip|broadcast"
"case_336","exfil|broadcast"
"case_336","delivery|broadcast"
"case_336","exfil|broadcast"
"case_337","serD|remoteAccess"
"case_337","vulnD|storage"
"case_337","serD|unassigned"
"case_337","vulnD|storage"
"case_337","serD|ATCcomm"
"case_337","vulnD|storage"
"case_337","vulnD|storage"
"case_337","vulnD|storage"
"case_338","serD|unassigned"
"case_338","vulnD|storage"
"case_338","serD|storage"
"case_338","vulnD|storage"
"case_338","vulnD|storage"
"case_338","serD|ATCcomm"
"case_338","serD|unassigned"
"case_339","serD|unassigned"
"case_339","vulnD|storage"
"case_339","serD|unassigned"
"case_339","vulnD|storage"
"case_340","serD|unassigned"
"case_340","vulnD|storage"
"case_340","infoD|unassigned"
"case_340","infoD|unassigned"
"case_341","serD|unassigned"
"case_341","vulnD|storage"
"case_341","vulnD|storage"
"case_341","serD|unassigned"
"case_341","bfCred|email"
"case_342","vulnD|storage"
"case_342","hostD|http(s)"
"case_342","serD|unassigned"
"case_342","surf|http(s)"
"case_342","infoD|http(s)"
"case_342","rPrivEsc|http(s)"
"case_342","acctManip|http(s)"
"case_342","remoteexp|http(s)"
"case_342","CnC|http(s)"
"case_342","ACE|http(s)"
"case_342","resHJ|http(s)"
"case_342","dManip|http(s)"
"case_342","exfil|http(s)"
"case_343","infoD|unassigned"
"case_343","dDestruct|remoteAccess"
"case_343","dDestruct|remoteAccess"
"case_343","dDestruct|remoteAccess"
"case_343","dDestruct|remoteAccess"
"case_343","dDestruct|remoteAccess"
"case_343","dDestruct|remoteAccess"
"case_343","dDestruct|remoteAccess"
"case_343","dDestruct|remoteAccess"
"case_344","serD|unassigned"
"case_344","vulnD|storage"
"case_344","serD|unassigned"
"case_344","vulnD|storage"
"case_345","serD|unassigned"
"case_345","CnC|http(s)"
"case_345","serD|unassigned"
"case_346","surf|http(s)"
"case_346","serD|unassigned"
"case_346","vulnD|storage"
"case_346","infoD|http(s)"
"case_346","rPrivEsc|http(s)"
"case_346","acctManip|http(s)"
"case_346","remoteexp|http(s)"
"case_346","CnC|http(s)"
"case_346","ACE|http(s)"
"case_346","resHJ|http(s)"
"case_346","dManip|http(s)"
"case_346","exfil|http(s)"
"case_346","delivery|http(s)"
"case_347","serD|unassigned"
"case_347","vulnD|storage"
"case_347","serD|unassigned"
"case_347","vulnD|storage"
"case_348","infoD|http(s)"
"case_348","infoD|http(s)"
"case_348","CnC|http(s)"
"case_349","serD|unassigned"
"case_349","vulnD|storage"
"case_349","hostD|remoteAccess"
"case_349","infoD|remoteAccess"
"case_349","infoD|remoteAccess"
"case_350","hostD|surveillance"
"case_350","serD|surveillance"
"case_350","vulnD|storage"
"case_350","infoD|remoteAccess"
"case_350","infoD|unassigned"
"case_350","exfil|unassigned"
"case_351","infoD|unassigned"
"case_351","infoD|unassigned"
"case_351","infoD|unassigned"
"case_351","infoD|unassigned"
"case_351","infoD|unassigned"
"case_352","hostD|http(s)"
"case_352","serD|unassigned"
"case_352","vulnD|storage"
"case_352","infoD|unassigned"
"case_353","serD|unassigned"
"case_353","vulnD|storage"
"case_353","vulnD|storage"
"case_354","serD|unassigned"
"case_354","vulnD|storage"
"case_354","serD|unassigned"
"case_354","vulnD|storage"
"case_355","serD|unassigned"
"case_355","vulnD|storage"
"case_355","vulnD|storage"
"case_356","serD|unassigned"
"case_356","vulnD|storage"
"case_356","serD|unassigned"
"case_356","vulnD|storage"
"case_356","serD|ATCcomm"
"case_356","vulnD|storage"
"case_357","serD|unassigned"
"case_357","vulnD|storage"
"case_357","serD|unassigned"
"case_357","vulnD|storage"
"case_358","hostD|http(s)"
"case_358","serD|unassigned"
"case_358","vulnD|storage"
"case_358","serD|unassigned"
"case_358","vulnD|storage"
"case_359","hostD|http(s)"
"case_359","serD|unassigned"
"case_359","vulnD|storage"
"case_359","bfCred|email"
"case_360","hostD|hostingServer"
"case_360","serD|unassigned"
"case_360","vulnD|storage"
"case_360","rPrivEsc|http(s)"
"case_360","exfil|http(s)"
"case_361","hostD|remoteAccess"
"case_361","serD|storage"
"case_361","vulnD|storage"
"case_361","infoD|remoteAccess"
"case_361","serD|storage"
"case_361","vulnD|storage"
"case_361","infoD|remoteAccess"
"case_362","serD|unassigned"
"case_362","vulnD|storage"
"case_362","hostD|remoteAccess"
"case_362","serD|unassigned"
"case_362","vulnD|storage"
"case_362","infoD|remoteAccess"
"case_363","hostD|remoteAccess"
"case_363","serD|ATCcomm"
"case_363","vulnD|storage"
"case_363","infoD|remoteAccess"
"case_363","serD|ATCcomm"
"case_363","vulnD|storage"
"case_363","infoD|remoteAccess"
"case_363","infoD|remoteAccess"
"case_363","hostD|remoteAccess"
"case_364","serD|unassigned"
"case_364","vulnD|storage"
"case_364","serD|unassigned"
"case_364","vulnD|storage"
"case_364","hostD|remoteAccess"
"case_364","infoD|remoteAccess"
"case_364","infoD|remoteAccess"
"case_365","serD|unassigned"
"case_365","vulnD|storage"
"case_365","rPrivEsc|http(s)"
"case_365","ACE|http(s)"
"case_365","exfil|http(s)"
"case_366","serD|unassigned"
"case_366","vulnD|storage"
"case_366","hostD|remoteAccess"
"case_366","infoD|remoteAccess"
"case_367","hostD|remoteAccess"
"case_367","infoD|remoteAccess"
"case_367","serD|unassigned"
"case_367","vulnD|storage"
"case_368","hostD|unassigned"
"case_368","serD|unassigned"
"case_368","vulnD|storage"
"case_368","surf|http(s)"
"case_368","infoD|http(s)"
"case_368","netDOS|http(s)"
"case_369","hostD|http(s)"
"case_369","serD|unassigned"
"case_369","vulnD|storage"
"case_369","hostD|remoteAccess"
"case_369","infoD|remoteAccess"
"case_369","surf|http(s)"
"case_369","infoD|http(s)"
"case_369","netDOS|http(s)"
"case_370","surf|http(s)"
"case_370","vulnD|http(s)"
"case_370","infoD|http(s)"
"case_370","rPrivEsc|http(s)"
"case_370","acctManip|http(s)"
"case_370","remoteexp|http(s)"
"case_370","CnC|http(s)"
"case_370","ACE|http(s)"
"case_370","resHJ|http(s)"
"case_370","dManip|http(s)"
"case_370","exfil|http(s)"
"case_370","delivery|http(s)"
"case_371","serD|unassigned"
"case_371","vulnD|storage"
"case_371","vulnD|storage"
"case_371","hostD|http(s)"
"case_371","hostD|http(s)"
"case_372","hostD|http(s)"
"case_372","serD|unassigned"
"case_372","vulnD|storage"
"case_372","serD|unassigned"
"case_372","vulnD|storage"
"case_372","surf|http(s)"
"case_372","infoD|http(s)"
"case_372","netDOS|http(s)"
"case_373","surf|http(s)"
"case_373","vulnD|http(s)"
"case_373","infoD|http(s)"
"case_373","rPrivEsc|http(s)"
"case_373","acctManip|http(s)"
"case_373","remoteexp|http(s)"
"case_373","ACE|http(s)"
"case_373","resHJ|http(s)"
"case_373","dManip|http(s)"
"case_373","exfil|http(s)"
"case_374","vulnD|http(s)"
"case_374","acctManip|http(s)"
"case_374","resHJ|http(s)"
"case_374","dManip|http(s)"
"case_375","rPrivEsc|http(s)"
"case_375","ACE|http(s)"
"case_375","exfil|http(s)"
"case_376","rPrivEsc|http(s)"
"case_376","ACE|http(s)"
"case_376","exfil|http(s)"
"case_377","serD|unassigned"
"case_377","vulnD|storage"
"case_377","serD|unassigned"
"case_377","vulnD|storage"
"case_378","serD|unassigned"
"case_378","vulnD|storage"
"case_378","serD|unassigned"
"case_378","vulnD|storage"
"case_379","serD|unassigned"
"case_379","vulnD|storage"
"case_379","serD|unassigned"
"case_379","vulnD|storage"
"case_379","surf|broadcast"
"case_379","infoD|broadcast"
"case_379","rPrivEsc|broadcast"
"case_380","serD|unassigned"
"case_380","vulnD|storage"
"case_380","vulnD|storage"
"case_380","serD|unassigned"
"case_381","serD|unassigned"
"case_381","vulnD|storage"
"case_381","serD|storage"
"case_381","vulnD|storage"
"case_382","serD|unassigned"
"case_382","vulnD|storage"
"case_382","serD|unassigned"
"case_382","vulnD|storage"
"case_382","surf|http(s)"
"case_382","infoD|http(s)"
"case_382","netDOS|http(s)"
"case_383","vulnD|http(s)"
"case_383","rPrivEsc|http(s)"
"case_383","acctManip|http(s)"
"case_383","remoteexp|http(s)"
"case_383","CnC|http(s)"
"case_383","ACE|http(s)"
"case_383","resHJ|http(s)"
"case_383","dManip|http(s)"
"case_383","exfil|http(s)"
"case_383","delivery|http(s)"
"case_384","surf|http(s)"
"case_384","vulnD|http(s)"
"case_384","infoD|http(s)"
"case_384","rPrivEsc|http(s)"
"case_384","acctManip|http(s)"
"case_384","remoteexp|http(s)"
"case_384","CnC|http(s)"
"case_384","ACE|http(s)"
"case_384","resHJ|http(s)"
"case_384","dManip|http(s)"
"case_384","exfil|http(s)"
"case_384","delivery|http(s)"
"case_385","infoD|unassigned"
"case_385","rPrivEsc|http(s)"
"case_385","ACE|http(s)"
"case_385","exfil|http(s)"
"case_386","surf|http(s)"
"case_386","infoD|unassigned"
"case_386","rPrivEsc|http(s)"
"case_386","CnC|http(s)"
"case_386","ACE|http(s)"
"case_387","infoD|http(s)"
"case_387","surf|http(s)"
"case_387","infoD|unassigned"
"case_387","rPrivEsc|http(s)"
"case_387","CnC|http(s)"
"case_387","ACE|http(s)"
"case_388","infoD|http(s)"
"case_388","surf|http(s)"
"case_388","infoD|unassigned"
"case_388","CnC|http(s)"
"case_388","rPrivEsc|http(s)"
"case_388","ACE|http(s)"
"case_389","infoD|http(s)"
"case_389","surf|http(s)"
"case_389","CnC|http(s)"
"case_390","infoD|unassigned"
"case_390","rPrivEsc|http(s)"
"case_390","ACE|http(s)"
"case_391","infoD|http(s)"
"case_391","surf|http(s)"
"case_391","CnC|http(s)"
"case_392","infoD|unassigned"
"case_392","rPrivEsc|http(s)"
"case_392","ACE|http(s)"
"case_393","infoD|http(s)"
"case_393","surf|http(s)"
"case_393","infoD|unassigned"
"case_393","rPrivEsc|http(s)"
"case_393","CnC|http(s)"
"case_393","ACE|http(s)"
"case_394","infoD|http(s)"
"case_394","surf|http(s)"
"case_394","rPrivEsc|remoteAccess"
"case_394","exfil|remoteAccess"
"case_395","surf|http(s)"
"case_395","vulnD|http(s)"
"case_395","infoD|http(s)"
"case_395","rPrivEsc|http(s)"
"case_395","acctManip|http(s)"
"case_395","remoteexp|http(s)"
"case_395","CnC|http(s)"
"case_395","ACE|http(s)"
"case_395","resHJ|http(s)"
"case_395","dManip|http(s)"
"case_395","exfil|http(s)"
"case_395","delivery|http(s)"
"case_396","surf|http(s)"
"case_396","vulnD|http(s)"
"case_396","infoD|http(s)"
"case_396","rPrivEsc|http(s)"
"case_396","acctManip|http(s)"
"case_396","remoteexp|http(s)"
"case_396","CnC|http(s)"
"case_396","ACE|http(s)"
"case_396","resHJ|http(s)"
"case_396","dManip|http(s)"
"case_396","exfil|http(s)"
"case_396","delivery|http(s)"
"case_397","infoD|unassigned"
"case_397","rPrivEsc|http(s)"
"case_397","ACE|http(s)"
"case_397","exfil|http(s)"
"case_398","surf|http(s)"
"case_398","CnC|http(s)"
"case_398","rPrivEsc|http(s)"
"case_398","ACE|http(s)"
"case_399","infoD|http(s)"
"case_399","surf|http(s)"
"case_399","vulnD|http(s)"
"case_399","CnC|http(s)"
"case_399","rPrivEsc|http(s)"
"case_399","ACE|http(s)"
"case_400","infoD|http(s)"
"case_400","surf|http(s)"
"case_400","rPrivEsc|http(s)"
"case_400","CnC|http(s)"
"case_400","ACE|http(s)"
"case_401","infoD|http(s)"
"case_401","surf|http(s)"
"case_401","CnC|http(s)"
"case_401","rPrivEsc|http(s)"
"case_401","ACE|http(s)"
"case_402","infoD|http(s)"
"case_402","surf|http(s)"
"case_402","rPrivEsc|http(s)"
"case_402","CnC|http(s)"
"case_402","ACE|http(s)"
"case_403","infoD|http(s)"
"case_403","surf|http(s)"
"case_403","infoD|unassigned"
"case_403","rPrivEsc|http(s)"
"case_403","CnC|http(s)"
"case_403","ACE|http(s)"
"case_404","surf|http(s)"
"case_404","infoD|http(s)"
"case_404","netDOS|http(s)"
"case_405","surf|http(s)"
"case_405","vulnD|http(s)"
"case_405","infoD|http(s)"
"case_405","rPrivEsc|http(s)"
"case_405","acctManip|http(s)"
"case_405","remoteexp|http(s)"
"case_405","CnC|http(s)"
"case_405","ACE|http(s)"
"case_405","resHJ|http(s)"
"case_405","dManip|http(s)"
"case_405","exfil|http(s)"
"case_405","delivery|http(s)"
"case_406","serD|unassigned"
"case_406","vulnD|storage"
"case_406","rPrivEsc|email"
"case_407","surf|http(s)"
"case_407","hostD|http(s)"
"case_407","serD|unassigned"
"case_407","vulnD|storage"
"case_407","infoD|http(s)"
"case_407","rPrivEsc|http(s)"
"case_407","acctManip|http(s)"
"case_407","remoteexp|http(s)"
"case_407","CnC|http(s)"
"case_407","ACE|http(s)"
"case_407","resHJ|http(s)"
"case_407","dManip|http(s)"
"case_407","exfil|http(s)"
"case_407","delivery|http(s)"
