"case","event"
"case_153","netDOS|http(s)"
"case_154","serD|unassigned"
"case_154","vulnD|storage"
"case_154","surf|http(s)"
"case_154","infoD|http(s)"
"case_154","netDOS|http(s)"
"case_155","serD|unassigned"
"case_155","vulnD|storage"
"case_155","serD|unassigned"
"case_155","vulnD|storage"
"case_155","serD|ATCcomm"
"case_155","vulnD|storage"
"case_155","hostD|http(s)"
"case_155","serD|remoteAccess"
"case_155","vulnD|storage"
"case_155","hostD|http(s)"
"case_156","surf|http(s)"
"case_156","infoD|http(s)"
"case_156","netDOS|http(s)"
"case_157","serD|unassigned"
"case_157","vulnD|storage"
"case_157","surf|http(s)"
"case_157","infoD|http(s)"
"case_157","netDOS|http(s)"
"case_158","serD|unassigned"
"case_158","vulnD|storage"
"case_158","vulnD|storage"
"case_158","vulnD|remoteAccess"
"case_158","serD|ATCcomm"
"case_158","vulnD|storage"
"case_158","hostD|http(s)"
"case_158","serD|remoteAccess"
"case_158","vulnD|storage"
"case_158","hostD|http(s)"
"case_159","serD|unassigned"
"case_159","vulnD|storage"
"case_159","serD|unassigned"
"case_159","vulnD|storage"
"case_159","vulnD|storage"
"case_159","vulnD|remoteAccess"
"case_159","serD|ATCcomm"
"case_159","vulnD|storage"
"case_159","serD|remoteAccess"
"case_159","vulnD|storage"
"case_160","serD|unassigned"
"case_160","vulnD|storage"
"case_160","serD|unassigned"
"case_160","vulnD|storage"
"case_160","vulnD|storage"
"case_160","serD|unassigned"
"case_160","vulnD|storage"
"case_160","serD|ATCcomm"
"case_160","vulnD|storage"
"case_160","hostD|http(s)"
"case_160","serD|remoteAccess"
"case_160","vulnD|storage"
"case_160","hostD|http(s)"
"case_161","serD|unassigned"
"case_161","vulnD|storage"
"case_161","serD|unassigned"
"case_161","vulnD|storage"
"case_161","serD|unassigned"
"case_161","vulnD|storage"
"case_161","vulnD|storage"
"case_161","vulnD|remoteAccess"
"case_161","serD|ATCcomm"
"case_161","vulnD|storage"
"case_161","serD|remoteAccess"
"case_161","vulnD|storage"
"case_162","serD|unassigned"
"case_162","vulnD|storage"
"case_162","serD|unassigned"
"case_162","vulnD|storage"
"case_162","vulnD|storage"
"case_162","vulnD|remoteAccess"
"case_162","serD|ATCcomm"
"case_162","vulnD|storage"
"case_162","serD|remoteAccess"
"case_162","vulnD|storage"
"case_163","serD|unassigned"
"case_163","vulnD|storage"
"case_163","serD|unassigned"
"case_163","vulnD|storage"
"case_163","vulnD|storage"
"case_163","vulnD|remoteAccess"
"case_163","serD|ATCcomm"
"case_163","vulnD|storage"
"case_163","serD|remoteAccess"
"case_163","vulnD|storage"
"case_164","serD|unassigned"
"case_164","vulnD|storage"
"case_164","serD|unassigned"
"case_164","vulnD|storage"
"case_164","vulnD|storage"
"case_164","vulnD|remoteAccess"
"case_164","serD|ATCcomm"
"case_164","vulnD|storage"
"case_164","serD|remoteAccess"
"case_164","vulnD|storage"
"case_165","serD|unassigned"
"case_165","vulnD|storage"
"case_165","surf|broadcast"
"case_165","infoD|broadcast"
"case_165","serD|unassigned"
"case_165","vulnD|storage"
"case_165","vulnD|storage"
"case_165","serD|ATCcomm"
"case_165","vulnD|storage"
"case_165","serD|remoteAccess"
"case_165","vulnD|storage"
"case_166","serD|unassigned"
"case_166","vulnD|storage"
"case_166","serD|unassigned"
"case_166","vulnD|storage"
"case_166","vulnD|storage"
"case_166","vulnD|remoteAccess"
"case_166","vulnD|storage"
"case_166","serD|ATCcomm"
"case_166","serD|remoteAccess"
"case_166","vulnD|storage"
"case_166","vulnD|storage"
"case_166","vulnD|storage"
"case_167","serD|unassigned"
"case_167","vulnD|storage"
"case_167","serD|unassigned"
"case_167","vulnD|storage"
"case_167","vulnD|storage"
"case_167","serD|unassigned"
"case_167","vulnD|storage"
"case_167","serD|ATCcomm"
"case_167","vulnD|storage"
"case_167","hostD|http(s)"
"case_167","serD|remoteAccess"
"case_167","vulnD|storage"
"case_167","hostD|http(s)"
"case_168","hostD|http(s)"
"case_168","serD|remoteAccess"
"case_168","vulnD|storage"
"case_168","surf|http(s)"
"case_168","infoD|http(s)"
"case_168","netDOS|http(s)"
"case_169","hostD|hostingServer"
"case_169","serD|remoteAccess"
"case_169","vulnD|storage"
"case_169","serD|remoteAccess"
"case_170","hostD|http(s)"
"case_170","serD|unassigned"
"case_170","vulnD|storage"
"case_170","bfCred|email"
"case_171","serD|unassigned"
"case_171","vulnD|storage"
"case_171","serD|unassigned"
"case_171","vulnD|storage"
"case_171","serD|unassigned"
"case_171","vulnD|storage"
"case_172","serD|unassigned"
"case_172","vulnD|storage"
"case_172","hostD|http(s)"
"case_172","serD|unassigned"
"case_172","vulnD|storage"
"case_172","infoD|unassigned"
"case_172","serD|ATCcomm"
"case_172","vulnD|storage"
"case_173","serD|unassigned"
"case_173","vulnD|storage"
"case_173","serD|unassigned"
"case_173","vulnD|storage"
"case_174","serD|unassigned"
"case_174","vulnD|storage"
"case_174","serD|ATCcomm"
"case_174","vulnD|storage"
"case_174","serD|unassigned"
"case_174","vulnD|storage"
"case_174","serD|ATCcomm"
"case_174","vulnD|storage"
"case_175","serD|unassigned"
"case_175","vulnD|storage"
"case_175","serD|storage"
"case_175","vulnD|storage"
"case_175","serD|unassigned"
"case_175","vulnD|storage"
"case_175","serD|ATCcomm"
"case_175","vulnD|storage"
"case_176","serD|unassigned"
"case_176","vulnD|storage"
"case_176","serD|unassigned"
"case_176","vulnD|storage"
"case_176","serD|unassigned"
"case_176","vulnD|storage"
"case_176","serD|unassigned"
"case_176","vulnD|storage"
"case_176","serD|unassigned"
"case_176","vulnD|storage"
"case_177","serD|unassigned"
"case_177","vulnD|storage"
"case_177","serD|unassigned"
"case_177","vulnD|storage"
"case_178","serD|unassigned"
"case_178","vulnD|storage"
"case_178","serD|unassigned"
"case_178","vulnD|storage"
"case_179","serD|unassigned"
"case_179","vulnD|storage"
"case_179","hostD|http(s)"
"case_179","serD|unassigned"
"case_179","vulnD|storage"
"case_179","hostD|remoteAccess"
"case_179","serD|storage"
"case_179","vulnD|storage"
"case_180","serD|unassigned"
"case_180","vulnD|storage"
"case_180","serD|remoteAccess"
"case_180","vulnD|storage"
"case_181","serD|unassigned"
"case_181","vulnD|storage"
"case_181","hostD|http(s)"
"case_181","hostD|http(s)"
"case_181","serD|remoteAccess"
"case_181","vulnD|storage"
"case_182","hostD|http(s)"
"case_182","serD|ATCcomm"
"case_182","vulnD|storage"
"case_182","serD|unassigned"
"case_182","vulnD|storage"
"case_182","hostD|http(s)"
"case_183","CnC|http(s)"
"case_183","CnC|http(s)"
"case_183","CnC|http(s)"
"case_184","infoD|unassigned"
"case_184","exfil|unassigned"
"case_184","exfil|unassigned"
"case_185","serD|unassigned"
"case_185","vulnD|storage"
"case_185","infoD|unassigned"
"case_185","exfil|unassigned"
"case_186","serD|unassigned"
"case_186","vulnD|storage"
"case_186","uPrivEsc|hostingServer"
"case_187","infoD|http(s)"
"case_187","serD|surveillance"
"case_187","vulnD|storage"
"case_187","serD|unassigned"
"case_187","vulnD|storage"
"case_187","serD|unassigned"
"case_187","vulnD|storage"
"case_187","hostD|remoteAccess"
"case_187","infoD|http(s)"
"case_187","serD|unassigned"
"case_187","vulnD|storage"
"case_187","serD|unassigned"
"case_187","vulnD|storage"
"case_187","infoD|unassigned"
"case_188","infoD|http(s)"
"case_188","serD|unassigned"
"case_188","vulnD|storage"
"case_188","infoD|http(s)"
"case_188","infoD|http(s)"
"case_189","infoD|unassigned"
"case_189","serD|unassigned"
"case_189","vulnD|storage"
"case_189","serD|unassigned"
"case_189","vulnD|storage"
"case_189","serD|unassigned"
"case_189","vulnD|storage"
"case_190","serD|unassigned"
"case_190","vulnD|storage"
"case_190","serD|unassigned"
"case_190","vulnD|storage"
"case_190","serD|unassigned"
"case_190","vulnD|storage"
"case_191","serD|unassigned"
"case_191","vulnD|storage"
"case_191","serD|unassigned"
"case_191","vulnD|storage"
"case_191","serD|unassigned"
"case_191","vulnD|storage"
"case_192","serD|unassigned"
"case_192","vulnD|storage"
"case_192","serD|unassigned"
"case_192","vulnD|storage"
"case_192","serD|unassigned"
"case_192","vulnD|storage"
"case_193","serD|unassigned"
"case_193","vulnD|storage"
"case_193","serD|ATCcomm"
"case_193","vulnD|storage"
"case_193","serD|unassigned"
"case_193","vulnD|storage"
"case_193","serD|unassigned"
"case_193","vulnD|storage"
"case_193","infoD|unassigned"
"case_193","serD|unassigned"
"case_193","vulnD|storage"
"case_194","serD|unassigned"
"case_194","vulnD|storage"
"case_194","serD|unassigned"
"case_194","vulnD|storage"
"case_194","serD|unassigned"
"case_194","vulnD|storage"
"case_195","serD|unassigned"
"case_195","vulnD|storage"
"case_195","serD|unassigned"
"case_195","vulnD|storage"
"case_195","serD|unassigned"
"case_195","vulnD|storage"
"case_196","serD|unassigned"
"case_196","vulnD|storage"
"case_196","serD|unassigned"
"case_196","vulnD|storage"
"case_196","serD|unassigned"
"case_196","vulnD|storage"
"case_197","serD|unassigned"
"case_197","vulnD|storage"
"case_197","serD|unassigned"
"case_197","vulnD|storage"
"case_197","serD|unassigned"
"case_197","vulnD|storage"
"case_197","serD|unassigned"
"case_197","vulnD|storage"
"case_197","infoD|unassigned"
"case_197","serD|unassigned"
"case_197","vulnD|storage"
"case_197","infoD|unassigned"
"case_198","serD|unassigned"
"case_198","vulnD|storage"
"case_198","serD|unassigned"
"case_198","vulnD|storage"
"case_198","serD|unassigned"
"case_198","vulnD|storage"
"case_199","infoD|unassigned"
"case_199","serD|unassigned"
"case_199","vulnD|storage"
"case_200","serD|ATCcomm"
"case_200","vulnD|storage"
"case_200","vulnD|voip"
"case_200","hostD|remoteAccess"
"case_201","infoD|http(s)"
"case_201","infoD|http(s)"
"case_201","CnC|http(s)"
"case_202","hostD|http(s)"
"case_202","serD|unassigned"
"case_202","vulnD|storage"
"case_203","hostD|surveillance"
"case_203","serD|unassigned"
"case_203","vulnD|storage"
"case_204","hostD|wireless"
"case_204","serD|unassigned"
"case_204","vulnD|storage"
"case_204","uPrivEsc|hostingServer"
"case_205","hostD|http(s)"
"case_205","serD|unassigned"
"case_205","vulnD|storage"
"case_206","hostD|unassigned"
"case_206","serD|unassigned"
"case_206","vulnD|storage"
"case_207","hostD|http(s)"
"case_207","serD|unassigned"
"case_207","vulnD|storage"
"case_207","bfCred|email"
"case_208","hostD|http(s)"
"case_208","serD|unassigned"
"case_208","vulnD|storage"
"case_208","serD|unassigned"
"case_208","vulnD|storage"
"case_208","hostD|http(s)"
"case_208","infoD|remoteAccess"
"case_208","hostD|remoteAccess"
"case_209","serD|unassigned"
"case_209","vulnD|storage"
"case_209","serD|unassigned"
"case_209","vulnD|storage"
"case_209","serD|unassigned"
"case_209","vulnD|storage"
"case_209","infoD|remoteAccess"
"case_209","hostD|remoteAccess"
"case_209","serD|ATCcomm"
"case_209","vulnD|http(s)"
"case_209","hostD|http(s)"
"case_210","serD|unassigned"
"case_210","vulnD|storage"
"case_210","serD|unassigned"
"case_210","vulnD|storage"
"case_210","serD|unassigned"
"case_210","vulnD|storage"
"case_210","infoD|remoteAccess"
"case_210","hostD|remoteAccess"
"case_210","serD|ATCcomm"
"case_210","vulnD|storage"
"case_210","hostD|http(s)"
"case_211","serD|unassigned"
"case_211","vulnD|storage"
"case_211","serD|unassigned"
"case_211","vulnD|storage"
"case_211","serD|unassigned"
"case_211","vulnD|storage"
"case_211","infoD|remoteAccess"
"case_211","hostD|remoteAccess"
"case_211","serD|ATCcomm"
"case_211","vulnD|storage"
"case_212","hostD|http(s)"
"case_212","serD|unassigned"
"case_212","vulnD|storage"
"case_212","serD|unassigned"
"case_212","vulnD|storage"
"case_212","serD|unassigned"
"case_212","vulnD|storage"
"case_212","serD|voip"
"case_212","hostD|http(s)"
"case_212","infoD|remoteAccess"
"case_212","hostD|remoteAccess"
"case_212","serD|ATCcomm"
"case_212","vulnD|storage"
"case_212","hostD|http(s)"
"case_213","serD|unassigned"
"case_213","vulnD|storage"
"case_213","serD|unassigned"
"case_213","vulnD|storage"
"case_213","serD|unassigned"
"case_213","vulnD|storage"
"case_213","infoD|remoteAccess"
"case_213","hostD|remoteAccess"
"case_213","serD|ATCcomm"
"case_213","vulnD|storage"
"case_214","serD|unassigned"
"case_214","vulnD|storage"
"case_214","serD|unassigned"
"case_214","vulnD|storage"
"case_214","serD|unassigned"
"case_214","vulnD|storage"
"case_214","infoD|remoteAccess"
"case_214","hostD|remoteAccess"
"case_214","serD|ATCcomm"
"case_214","vulnD|storage"
"case_215","serD|unassigned"
"case_215","vulnD|storage"
"case_215","serD|unassigned"
"case_215","vulnD|storage"
"case_215","serD|unassigned"
"case_215","vulnD|storage"
"case_215","infoD|remoteAccess"
"case_215","hostD|remoteAccess"
"case_216","hostD|http(s)"
"case_216","serD|unassigned"
"case_216","vulnD|storage"
"case_216","bfCred|email"
"case_217","serD|unassigned"
"case_217","vulnD|storage"
"case_217","serD|unassigned"
"case_217","vulnD|storage"
"case_217","bfCred|email"
"case_218","hostD|http(s)"
"case_218","hostD|remoteAccess"
"case_218","infoD|remoteAccess"
"case_218","infoD|email"
"case_219","hostD|unassigned"
"case_219","serD|unassigned"
"case_219","vulnD|storage"
"case_219","serD|unassigned"
"case_219","vulnD|storage"
"case_219","serD|unassigned"
"case_219","vulnD|storage"
"case_219","hostD|unassigned"
"case_219","infoD|remoteAccess"
"case_219","hostD|remoteAccess"
"case_220","hostD|http(s)"
"case_220","serD|unassigned"
"case_220","vulnD|storage"
"case_220","serD|unassigned"
"case_220","vulnD|storage"
"case_220","serD|unassigned"
"case_220","vulnD|storage"
"case_220","hostD|http(s)"
"case_220","infoD|remoteAccess"
"case_220","hostD|remoteAccess"
"case_221","hostD|surveillance"
"case_221","serD|unassigned"
"case_221","vulnD|storage"
"case_221","vulnD|storage"
"case_221","serD|unassigned"
"case_221","vulnD|storage"
"case_221","hostD|surveillance"
"case_221","infoD|remoteAccess"
"case_221","hostD|remoteAccess"
"case_222","serD|unassigned"
"case_222","vulnD|storage"
"case_222","serD|unassigned"
"case_222","vulnD|storage"
"case_222","serD|unassigned"
"case_222","vulnD|storage"
"case_222","infoD|remoteAccess"
"case_222","hostD|remoteAccess"
"case_222","serD|ATCcomm"
"case_222","vulnD|storage"
"case_223","serD|unassigned"
"case_223","vulnD|storage"
"case_223","serD|unassigned"
"case_223","vulnD|storage"
"case_223","serD|unassigned"
"case_223","vulnD|storage"
"case_223","infoD|remoteAccess"
"case_223","hostD|remoteAccess"
"case_223","serD|ATCcomm"
"case_223","vulnD|storage"
"case_224","serD|unassigned"
"case_224","vulnD|storage"
"case_224","serD|unassigned"
"case_224","vulnD|storage"
"case_224","serD|unassigned"
"case_224","vulnD|storage"
"case_224","infoD|remoteAccess"
"case_224","hostD|remoteAccess"
"case_224","serD|ATCcomm"
"case_224","vulnD|storage"
"case_224","vulnD|storage"
"case_225","serD|unassigned"
"case_225","vulnD|storage"
"case_225","serD|unassigned"
"case_225","vulnD|storage"
"case_225","serD|unassigned"
"case_225","vulnD|storage"
"case_225","infoD|remoteAccess"
"case_225","hostD|remoteAccess"
"case_225","serD|ATCcomm"
"case_225","vulnD|storage"
"case_226","hostD|http(s)"
"case_226","serD|unassigned"
"case_226","vulnD|storage"
"case_226","serD|unassigned"
"case_226","vulnD|storage"
"case_226","serD|unassigned"
"case_226","vulnD|storage"
"case_226","hostD|http(s)"
"case_226","infoD|remoteAccess"
"case_226","hostD|remoteAccess"
"case_227","hostD|http(s)"
"case_227","serD|unassigned"
"case_227","vulnD|storage"
"case_227","serD|unassigned"
"case_227","vulnD|storage"
"case_227","serD|unassigned"
"case_227","vulnD|storage"
"case_227","hostD|http(s)"
"case_227","infoD|remoteAccess"
"case_227","hostD|remoteAccess"
"case_227","serD|ATCcomm"
"case_227","vulnD|storage"
"case_227","hostD|http(s)"
"case_228","serD|unassigned"
"case_228","vulnD|storage"
"case_228","serD|unassigned"
"case_228","vulnD|storage"
"case_228","serD|unassigned"
"case_228","vulnD|storage"
"case_228","infoD|remoteAccess"
"case_228","hostD|remoteAccess"
"case_229","surf|http(s)"
"case_229","hostD|http(s)"
"case_229","serD|unassigned"
"case_229","vulnD|storage"
"case_229","infoD|http(s)"
"case_229","rPrivEsc|http(s)"
"case_229","acctManip|http(s)"
"case_229","remoteexp|http(s)"
"case_229","CnC|http(s)"
"case_229","ACE|http(s)"
"case_229","resHJ|http(s)"
"case_229","dManip|http(s)"
"case_229","exfil|http(s)"
"case_229","delivery|http(s)"
"case_230","surf|http(s)"
"case_230","hostD|http(s)"
"case_230","serD|unassigned"
"case_230","vulnD|storage"
"case_230","infoD|http(s)"
"case_230","rPrivEsc|http(s)"
"case_230","acctManip|http(s)"
"case_230","remoteexp|http(s)"
"case_230","CnC|http(s)"
"case_230","ACE|http(s)"
"case_230","resHJ|http(s)"
"case_230","dManip|http(s)"
"case_230","exfil|http(s)"
"case_230","delivery|http(s)"
"case_231","hostD|remoteAccess"
"case_231","surf|remoteAccess"
"case_231","vulnD|remoteAccess"
"case_231","infoD|remoteAccess"
"case_231","rPrivEsc|remoteAccess"
"case_231","acctManip|remoteAccess"
"case_231","remoteexp|remoteAccess"
"case_231","ACE|remoteAccess"
"case_231","resHJ|remoteAccess"
"case_231","dManip|remoteAccess"
"case_231","exfil|remoteAccess"
"case_231","delivery|remoteAccess"
"case_232","serD|unassigned"
"case_232","vulnD|storage"
"case_232","serD|unassigned"
"case_232","vulnD|storage"
"case_232","serD|unassigned"
"case_232","vulnD|storage"
"case_233","serD|unassigned"
"case_233","vulnD|storage"
"case_233","serD|unassigned"
"case_233","vulnD|storage"
"case_233","serD|unassigned"
"case_233","vulnD|storage"
"case_234","serD|unassigned"
"case_234","vulnD|storage"
"case_234","serD|unassigned"
"case_234","vulnD|storage"
"case_234","serD|unassigned"
"case_234","vulnD|storage"
"case_234","serD|unassigned"
"case_234","vulnD|storage"
"case_235","serD|unassigned"
"case_235","vulnD|storage"
"case_235","serD|unassigned"
"case_235","vulnD|storage"
"case_236","serD|unassigned"
"case_236","vulnD|storage"
"case_236","serD|unassigned"
"case_236","vulnD|storage"
"case_237","serD|unassigned"
"case_237","vulnD|storage"
"case_237","serD|unassigned"
"case_237","vulnD|storage"
"case_237","serD|storage"
"case_237","vulnD|storage"
"case_238","serD|unassigned"
"case_238","vulnD|storage"
"case_238","serD|unassigned"
"case_238","vulnD|storage"
"case_238","serD|unassigned"
"case_238","vulnD|storage"
"case_238","serD|unassigned"
"case_238","vulnD|storage"
"case_239","serD|unassigned"
"case_239","vulnD|storage"
"case_239","serD|unassigned"
"case_239","vulnD|storage"
"case_239","serD|unassigned"
"case_239","vulnD|storage"
"case_240","serD|unassigned"
"case_240","vulnD|storage"
"case_240","serD|unassigned"
"case_240","vulnD|storage"
"case_240","serD|unassigned"
"case_240","vulnD|storage"
"case_240","infoD|http(s)"
"case_241","serD|unassigned"
"case_241","vulnD|storage"
"case_241","serD|unassigned"
"case_241","vulnD|storage"
"case_242","hostD|http(s)"
"case_242","serD|unassigned"
"case_242","vulnD|storage"
"case_242","infoD|http(s)"
"case_242","ACE|http(s)"
"case_242","exfil|http(s)"
"case_243","hostD|wireless"
"case_243","surf|wireless"
"case_243","vulnD|wireless"
"case_243","infoD|wireless"
"case_243","rPrivEsc|wireless"
"case_243","acctManip|wireless"
"case_243","remoteexp|wireless"
"case_243","ACE|wireless"
"case_243","resHJ|wireless"
"case_243","dManip|wireless"
"case_243","exfil|wireless"
"case_243","delivery|wireless"
"case_244","surf|http(s)"
"case_244","hostD|http(s)"
"case_244","serD|unassigned"
"case_244","vulnD|storage"
"case_244","infoD|http(s)"
"case_244","rPrivEsc|http(s)"
"case_244","acctManip|http(s)"
"case_244","remoteexp|http(s)"
"case_244","CnC|http(s)"
"case_244","ACE|http(s)"
"case_244","resHJ|http(s)"
"case_244","dManip|http(s)"
"case_244","exfil|http(s)"
"case_244","delivery|http(s)"
"case_245","surf|http(s)"
"case_245","hostD|http(s)"
"case_245","serD|unassigned"
"case_245","vulnD|storage"
"case_245","infoD|http(s)"
"case_245","rPrivEsc|http(s)"
"case_245","acctManip|http(s)"
"case_245","remoteexp|http(s)"
"case_245","CnC|http(s)"
"case_245","ACE|http(s)"
"case_245","resHJ|http(s)"
"case_245","dManip|http(s)"
"case_245","exfil|http(s)"
"case_245","delivery|http(s)"
"case_246","hostD|unassigned"
"case_246","surf|unassigned"
"case_246","vulnD|unassigned"
"case_246","infoD|unassigned"
"case_246","rPrivEsc|unassigned"
"case_246","acctManip|unassigned"
"case_246","remoteexp|unassigned"
"case_246","ACE|unassigned"
"case_246","resHJ|unassigned"
"case_246","dManip|unassigned"
"case_246","exfil|unassigned"
"case_246","delivery|unassigned"
"case_247","surf|http(s)"
"case_247","hostD|http(s)"
"case_247","serD|unassigned"
"case_247","vulnD|storage"
"case_247","infoD|http(s)"
"case_247","rPrivEsc|http(s)"
"case_247","acctManip|http(s)"
"case_247","remoteexp|http(s)"
"case_247","CnC|http(s)"
"case_247","ACE|http(s)"
"case_247","resHJ|http(s)"
"case_247","dManip|http(s)"
"case_247","exfil|http(s)"
"case_247","delivery|http(s)"
"case_248","surf|http(s)"
"case_248","hostD|http(s)"
"case_248","serD|unassigned"
"case_248","vulnD|storage"
"case_248","infoD|http(s)"
"case_248","rPrivEsc|http(s)"
"case_248","acctManip|http(s)"
"case_248","remoteexp|http(s)"
"case_248","CnC|http(s)"
"case_248","ACE|http(s)"
"case_248","resHJ|http(s)"
"case_248","dManip|http(s)"
"case_248","exfil|http(s)"
"case_248","delivery|http(s)"
"case_249","hostD|hostingServer"
"case_249","surf|hostingServer"
"case_249","vulnD|hostingServer"
"case_249","infoD|hostingServer"
"case_249","rPrivEsc|hostingServer"
"case_249","acctManip|hostingServer"
"case_249","remoteexp|hostingServer"
"case_249","ACE|hostingServer"
"case_249","resHJ|hostingServer"
"case_249","dManip|hostingServer"
"case_249","exfil|hostingServer"
"case_250","serD|remoteAccess"
"case_250","serD|remoteAccess"
"case_250","serD|remoteAccess"
"case_251","serD|unassigned"
"case_251","vulnD|storage"
"case_251","hostD|surveillance"
"case_251","surf|surveillance"
"case_251","vulnD|surveillance"
"case_251","infoD|surveillance"
"case_251","rPrivEsc|surveillance"
"case_251","acctManip|surveillance"
"case_251","remoteexp|surveillance"
"case_251","ACE|surveillance"
"case_251","dManip|surveillance"
"case_251","exfil|surveillance"
"case_251","resHJ|surveillance"
"case_252","surf|http(s)"
"case_252","hostD|http(s)"
"case_252","serD|unassigned"
"case_252","vulnD|storage"
"case_252","infoD|http(s)"
"case_252","rPrivEsc|http(s)"
"case_252","acctManip|http(s)"
"case_252","remoteexp|http(s)"
"case_252","CnC|http(s)"
"case_252","ACE|http(s)"
"case_252","resHJ|http(s)"
"case_252","dManip|http(s)"
"case_252","exfil|http(s)"
"case_252","delivery|http(s)"
"case_253","surf|http(s)"
"case_253","hostD|http(s)"
"case_253","vulnD|storage"
"case_253","infoD|http(s)"
"case_253","rPrivEsc|http(s)"
"case_253","acctManip|http(s)"
"case_253","remoteexp|http(s)"
"case_253","ACE|http(s)"
"case_253","resHJ|http(s)"
"case_253","dManip|http(s)"
"case_253","exfil|http(s)"
"case_253","delivery|http(s)"
"case_254","surf|http(s)"
"case_254","hostD|http(s)"
"case_254","infoD|http(s)"
"case_254","rPrivEsc|http(s)"
"case_254","acctManip|http(s)"
"case_254","remoteexp|http(s)"
"case_254","CnC|http(s)"
"case_254","ACE|http(s)"
"case_254","resHJ|http(s)"
"case_254","dManip|http(s)"
"case_254","exfil|http(s)"
"case_255","surf|http(s)"
"case_255","hostD|http(s)"
"case_255","serD|unassigned"
"case_255","vulnD|storage"
"case_255","infoD|http(s)"
"case_255","rPrivEsc|http(s)"
"case_255","acctManip|http(s)"
"case_255","remoteexp|http(s)"
"case_255","CnC|http(s)"
"case_255","ACE|http(s)"
"case_255","resHJ|http(s)"
"case_255","dManip|http(s)"
"case_255","exfil|http(s)"
"case_255","delivery|http(s)"
"case_256","surf|http(s)"
"case_256","hostD|http(s)"
"case_256","serD|unassigned"
"case_256","vulnD|storage"
"case_256","infoD|http(s)"
"case_256","rPrivEsc|http(s)"
"case_256","acctManip|http(s)"
"case_256","remoteexp|http(s)"
"case_256","CnC|http(s)"
"case_256","ACE|http(s)"
"case_256","resHJ|http(s)"
"case_256","dManip|http(s)"
"case_256","exfil|http(s)"
"case_256","delivery|http(s)"
"case_257","surf|http(s)"
"case_257","hostD|http(s)"
"case_257","vulnD|storage"
"case_257","infoD|http(s)"
"case_257","rPrivEsc|http(s)"
"case_257","acctManip|http(s)"
"case_257","remoteexp|http(s)"
"case_257","ACE|http(s)"
"case_257","resHJ|http(s)"
"case_257","dManip|http(s)"
"case_257","exfil|http(s)"
"case_257","delivery|http(s)"
"case_258","hostD|http(s)"
"case_258","serD|unassigned"
"case_258","vulnD|storage"
"case_258","infoD|http(s)"
"case_258","ACE|http(s)"
"case_258","exfil|http(s)"
"case_259","hostD|wireless"
"case_259","surf|wireless"
"case_259","vulnD|wireless"
"case_259","infoD|wireless"
"case_259","rPrivEsc|wireless"
"case_259","acctManip|wireless"
"case_259","remoteexp|wireless"
"case_259","ACE|wireless"
"case_259","resHJ|wireless"
"case_259","dManip|wireless"
"case_259","exfil|wireless"
"case_259","delivery|wireless"
"case_260","surf|http(s)"
"case_260","hostD|http(s)"
"case_260","serD|unassigned"
"case_260","vulnD|storage"
"case_260","infoD|http(s)"
"case_260","rPrivEsc|http(s)"
"case_260","acctManip|http(s)"
"case_260","remoteexp|http(s)"
"case_260","ACE|http(s)"
"case_260","dManip|http(s)"
"case_260","exfil|http(s)"
"case_261","hostD|hostingServer"
"case_261","infoD|hostingServer"
"case_261","rPrivEsc|hostingServer"
"case_261","ACE|hostingServer"
"case_261","exfil|hostingServer"
"case_262","surf|hostingServer"
"case_262","acctManip|hostingServer"
"case_262","remoteexp|hostingServer"
"case_262","resHJ|hostingServer"
"case_262","dManip|hostingServer"
"case_263","serD|unassigned"
"case_263","vulnD|storage"
"case_263","hostD|surveillance"
"case_263","vulnD|surveillance"
"case_263","infoD|surveillance"
"case_263","rPrivEsc|surveillance"
"case_263","ACE|surveillance"
"case_263","exfil|surveillance"
"case_264","acctManip|surveillance"
"case_264","remoteexp|surveillance"
"case_264","resHJ|surveillance"
"case_264","dManip|surveillance"
"case_265","serD|unassigned"
"case_265","vulnD|storage"
"case_265","serD|unassigned"
"case_265","vulnD|storage"
"case_266","serD|unassigned"
"case_266","vulnD|storage"
"case_266","serD|unassigned"
"case_266","vulnD|storage"
"case_267","serD|unassigned"
"case_267","vulnD|storage"
"case_267","serD|unassigned"
"case_267","vulnD|storage"
"case_268","serD|unassigned"
"case_268","vulnD|storage"
"case_268","serD|unassigned"
"case_268","vulnD|storage"
"case_269","serD|unassigned"
"case_269","vulnD|storage"
"case_269","serD|unassigned"
"case_269","vulnD|storage"
"case_270","serD|unassigned"
"case_270","vulnD|storage"
"case_270","vulnD|http(s)"
"case_270","surf|http(s)"
"case_270","hostD|http(s)"
"case_270","serD|unassigned"
"case_270","infoD|http(s)"
"case_270","rPrivEsc|http(s)"
"case_270","acctManip|http(s)"
"case_270","remoteexp|http(s)"
"case_270","CnC|http(s)"
"case_270","ACE|http(s)"
"case_270","resHJ|http(s)"
"case_270","dManip|http(s)"
"case_270","exfil|http(s)"
"case_270","delivery|http(s)"
"case_271","serD|unassigned"
"case_271","vulnD|storage"
"case_271","serD|unassigned"
"case_271","vulnD|storage"
"case_272","serD|unassigned"
"case_272","vulnD|storage"
"case_272","vulnD|http(s)"
"case_272","surf|http(s)"
"case_272","hostD|http(s)"
"case_272","serD|unassigned"
"case_272","infoD|http(s)"
"case_272","rPrivEsc|http(s)"
