"case","event"
"case_158","hostD|http(s)->serD|remoteAccess"
"case_158","serD|remoteAccess->vulnD|storage"
"case_158","vulnD|storage->hostD|http(s)"
"case_158","hostD|http(s)->end"
"case_159","start->serD|unassigned"
"case_159","serD|unassigned->vulnD|storage"
"case_159","vulnD|storage->serD|unassigned"
"case_159","serD|unassigned->vulnD|storage"
"case_159","vulnD|storage->vulnD|storage"
"case_159","vulnD|storage->vulnD|remoteAccess"
"case_159","vulnD|remoteAccess->serD|ATCcomm"
"case_159","serD|ATCcomm->vulnD|storage"
"case_159","vulnD|storage->serD|remoteAccess"
"case_159","serD|remoteAccess->vulnD|storage"
"case_159","vulnD|storage->end"
"case_160","start->serD|unassigned"
"case_160","serD|unassigned->vulnD|storage"
"case_160","vulnD|storage->serD|unassigned"
"case_160","serD|unassigned->vulnD|storage"
"case_160","vulnD|storage->vulnD|storage"
"case_160","vulnD|storage->serD|unassigned"
"case_160","serD|unassigned->vulnD|storage"
"case_160","vulnD|storage->serD|ATCcomm"
"case_160","serD|ATCcomm->vulnD|storage"
"case_160","vulnD|storage->hostD|http(s)"
"case_160","hostD|http(s)->serD|remoteAccess"
"case_160","serD|remoteAccess->vulnD|storage"
"case_160","vulnD|storage->hostD|http(s)"
"case_160","hostD|http(s)->end"
"case_161","start->serD|unassigned"
"case_161","serD|unassigned->vulnD|storage"
"case_161","vulnD|storage->serD|unassigned"
"case_161","serD|unassigned->vulnD|storage"
"case_161","vulnD|storage->serD|unassigned"
"case_161","serD|unassigned->vulnD|storage"
"case_161","vulnD|storage->vulnD|storage"
"case_161","vulnD|storage->vulnD|remoteAccess"
"case_161","vulnD|remoteAccess->serD|ATCcomm"
"case_161","serD|ATCcomm->vulnD|storage"
"case_161","vulnD|storage->serD|remoteAccess"
"case_161","serD|remoteAccess->vulnD|storage"
"case_161","vulnD|storage->end"
"case_162","start->serD|unassigned"
"case_162","serD|unassigned->vulnD|storage"
"case_162","vulnD|storage->serD|unassigned"
"case_162","serD|unassigned->vulnD|storage"
"case_162","vulnD|storage->vulnD|storage"
"case_162","vulnD|storage->vulnD|remoteAccess"
"case_162","vulnD|remoteAccess->serD|ATCcomm"
"case_162","serD|ATCcomm->vulnD|storage"
"case_162","vulnD|storage->serD|remoteAccess"
"case_162","serD|remoteAccess->vulnD|storage"
"case_162","vulnD|storage->end"
"case_163","start->serD|unassigned"
"case_163","serD|unassigned->vulnD|storage"
"case_163","vulnD|storage->serD|unassigned"
"case_163","serD|unassigned->vulnD|storage"
"case_163","vulnD|storage->vulnD|storage"
"case_163","vulnD|storage->vulnD|remoteAccess"
"case_163","vulnD|remoteAccess->serD|ATCcomm"
"case_163","serD|ATCcomm->vulnD|storage"
"case_163","vulnD|storage->serD|remoteAccess"
"case_163","serD|remoteAccess->vulnD|storage"
"case_163","vulnD|storage->end"
"case_164","start->serD|unassigned"
"case_164","serD|unassigned->vulnD|storage"
"case_164","vulnD|storage->serD|unassigned"
"case_164","serD|unassigned->vulnD|storage"
"case_164","vulnD|storage->vulnD|storage"
"case_164","vulnD|storage->vulnD|remoteAccess"
"case_164","vulnD|remoteAccess->serD|ATCcomm"
"case_164","serD|ATCcomm->vulnD|storage"
"case_164","vulnD|storage->serD|remoteAccess"
"case_164","serD|remoteAccess->vulnD|storage"
"case_164","vulnD|storage->end"
"case_165","start->serD|unassigned"
"case_165","serD|unassigned->vulnD|storage"
"case_165","vulnD|storage->surf|broadcast"
"case_165","surf|broadcast->infoD|broadcast"
"case_165","infoD|broadcast->serD|unassigned"
"case_165","serD|unassigned->vulnD|storage"
"case_165","vulnD|storage->vulnD|storage"
"case_165","vulnD|storage->serD|ATCcomm"
"case_165","serD|ATCcomm->vulnD|storage"
"case_165","vulnD|storage->serD|remoteAccess"
"case_165","serD|remoteAccess->vulnD|storage"
"case_165","vulnD|storage->end"
"case_166","start->serD|unassigned"
"case_166","serD|unassigned->vulnD|storage"
"case_166","vulnD|storage->serD|unassigned"
"case_166","serD|unassigned->vulnD|storage"
"case_166","vulnD|storage->vulnD|storage"
"case_166","vulnD|storage->vulnD|remoteAccess"
"case_166","vulnD|remoteAccess->vulnD|storage"
"case_166","vulnD|storage->serD|ATCcomm"
"case_166","serD|ATCcomm->serD|remoteAccess"
"case_166","serD|remoteAccess->vulnD|storage"
"case_166","vulnD|storage->vulnD|storage"
"case_166","vulnD|storage->vulnD|storage"
"case_166","vulnD|storage->end"
"case_167","start->serD|unassigned"
"case_167","serD|unassigned->vulnD|storage"
"case_167","vulnD|storage->serD|unassigned"
"case_167","serD|unassigned->vulnD|storage"
"case_167","vulnD|storage->vulnD|storage"
"case_167","vulnD|storage->serD|unassigned"
"case_167","serD|unassigned->vulnD|storage"
"case_167","vulnD|storage->serD|ATCcomm"
"case_167","serD|ATCcomm->vulnD|storage"
"case_167","vulnD|storage->hostD|http(s)"
"case_167","hostD|http(s)->serD|remoteAccess"
"case_167","serD|remoteAccess->vulnD|storage"
"case_167","vulnD|storage->hostD|http(s)"
"case_167","hostD|http(s)->end"
"case_168","start->hostD|http(s)"
"case_168","hostD|http(s)->serD|remoteAccess"
"case_168","serD|remoteAccess->vulnD|storage"
"case_168","vulnD|storage->surf|http(s)"
"case_168","surf|http(s)->infoD|http(s)"
"case_168","infoD|http(s)->netDOS|http(s)"
"case_168","netDOS|http(s)->end"
"case_169","start->hostD|hostingServer"
"case_169","hostD|hostingServer->serD|remoteAccess"
"case_169","serD|remoteAccess->vulnD|storage"
"case_169","vulnD|storage->serD|remoteAccess"
"case_169","serD|remoteAccess->end"
"case_170","start->hostD|http(s)"
"case_170","hostD|http(s)->serD|unassigned"
"case_170","serD|unassigned->vulnD|storage"
"case_170","vulnD|storage->bfCred|email"
"case_170","bfCred|email->end"
"case_171","start->serD|unassigned"
"case_171","serD|unassigned->vulnD|storage"
"case_171","vulnD|storage->serD|unassigned"
"case_171","serD|unassigned->vulnD|storage"
"case_171","vulnD|storage->serD|unassigned"
"case_171","serD|unassigned->vulnD|storage"
"case_171","vulnD|storage->end"
"case_172","start->serD|unassigned"
"case_172","serD|unassigned->vulnD|storage"
"case_172","vulnD|storage->hostD|http(s)"
"case_172","hostD|http(s)->serD|unassigned"
"case_172","serD|unassigned->vulnD|storage"
"case_172","vulnD|storage->infoD|unassigned"
"case_172","infoD|unassigned->serD|ATCcomm"
"case_172","serD|ATCcomm->vulnD|storage"
"case_172","vulnD|storage->end"
"case_173","start->serD|unassigned"
"case_173","serD|unassigned->vulnD|storage"
"case_173","vulnD|storage->serD|unassigned"
"case_173","serD|unassigned->vulnD|storage"
"case_173","vulnD|storage->end"
"case_174","start->serD|unassigned"
"case_174","serD|unassigned->vulnD|storage"
"case_174","vulnD|storage->serD|ATCcomm"
"case_174","serD|ATCcomm->vulnD|storage"
"case_174","vulnD|storage->serD|unassigned"
"case_174","serD|unassigned->vulnD|storage"
"case_174","vulnD|storage->serD|ATCcomm"
"case_174","serD|ATCcomm->vulnD|storage"
"case_174","vulnD|storage->end"
"case_175","start->serD|unassigned"
"case_175","serD|unassigned->vulnD|storage"
"case_175","vulnD|storage->serD|storage"
"case_175","serD|storage->vulnD|storage"
"case_175","vulnD|storage->serD|unassigned"
"case_175","serD|unassigned->vulnD|storage"
"case_175","vulnD|storage->serD|ATCcomm"
"case_175","serD|ATCcomm->vulnD|storage"
"case_175","vulnD|storage->end"
"case_176","start->serD|unassigned"
"case_176","serD|unassigned->vulnD|storage"
"case_176","vulnD|storage->serD|unassigned"
"case_176","serD|unassigned->vulnD|storage"
"case_176","vulnD|storage->serD|unassigned"
"case_176","serD|unassigned->vulnD|storage"
"case_176","vulnD|storage->serD|unassigned"
"case_176","serD|unassigned->vulnD|storage"
"case_176","vulnD|storage->serD|unassigned"
"case_176","serD|unassigned->vulnD|storage"
"case_176","vulnD|storage->end"
"case_177","start->serD|unassigned"
"case_177","serD|unassigned->vulnD|storage"
"case_177","vulnD|storage->serD|unassigned"
"case_177","serD|unassigned->vulnD|storage"
"case_177","vulnD|storage->end"
"case_178","start->serD|unassigned"
"case_178","serD|unassigned->vulnD|storage"
"case_178","vulnD|storage->serD|unassigned"
"case_178","serD|unassigned->vulnD|storage"
"case_178","vulnD|storage->end"
"case_179","start->serD|unassigned"
"case_179","serD|unassigned->vulnD|storage"
"case_179","vulnD|storage->hostD|http(s)"
"case_179","hostD|http(s)->serD|unassigned"
"case_179","serD|unassigned->vulnD|storage"
"case_179","vulnD|storage->hostD|remoteAccess"
"case_179","hostD|remoteAccess->serD|storage"
"case_179","serD|storage->vulnD|storage"
"case_179","vulnD|storage->end"
"case_180","start->serD|unassigned"
"case_180","serD|unassigned->vulnD|storage"
"case_180","vulnD|storage->serD|remoteAccess"
"case_180","serD|remoteAccess->vulnD|storage"
"case_180","vulnD|storage->end"
"case_181","start->serD|unassigned"
"case_181","serD|unassigned->vulnD|storage"
"case_181","vulnD|storage->hostD|http(s)"
"case_181","hostD|http(s)->hostD|http(s)"
"case_181","hostD|http(s)->serD|remoteAccess"
"case_181","serD|remoteAccess->vulnD|storage"
"case_181","vulnD|storage->end"
"case_182","start->hostD|http(s)"
"case_182","hostD|http(s)->serD|ATCcomm"
"case_182","serD|ATCcomm->vulnD|storage"
"case_182","vulnD|storage->serD|unassigned"
"case_182","serD|unassigned->vulnD|storage"
"case_182","vulnD|storage->hostD|http(s)"
"case_182","hostD|http(s)->end"
"case_183","start->CnC|http(s)"
"case_183","CnC|http(s)->CnC|http(s)"
"case_183","CnC|http(s)->CnC|http(s)"
"case_183","CnC|http(s)->end"
"case_184","start->infoD|unassigned"
"case_184","infoD|unassigned->exfil|unassigned"
"case_184","exfil|unassigned->exfil|unassigned"
"case_184","exfil|unassigned->end"
"case_185","start->serD|unassigned"
"case_185","serD|unassigned->vulnD|storage"
"case_185","vulnD|storage->infoD|unassigned"
"case_185","infoD|unassigned->exfil|unassigned"
"case_185","exfil|unassigned->end"
"case_186","start->serD|unassigned"
"case_186","serD|unassigned->vulnD|storage"
"case_186","vulnD|storage->uPrivEsc|hostingServer"
"case_186","uPrivEsc|hostingServer->end"
"case_187","start->infoD|http(s)"
"case_187","infoD|http(s)->serD|surveillance"
"case_187","serD|surveillance->vulnD|storage"
"case_187","vulnD|storage->serD|unassigned"
"case_187","serD|unassigned->vulnD|storage"
"case_187","vulnD|storage->serD|unassigned"
"case_187","serD|unassigned->vulnD|storage"
"case_187","vulnD|storage->hostD|remoteAccess"
"case_187","hostD|remoteAccess->infoD|http(s)"
"case_187","infoD|http(s)->serD|unassigned"
"case_187","serD|unassigned->vulnD|storage"
"case_187","vulnD|storage->serD|unassigned"
"case_187","serD|unassigned->vulnD|storage"
"case_187","vulnD|storage->infoD|unassigned"
"case_187","infoD|unassigned->end"
"case_188","start->infoD|http(s)"
"case_188","infoD|http(s)->serD|unassigned"
"case_188","serD|unassigned->vulnD|storage"
"case_188","vulnD|storage->infoD|http(s)"
"case_188","infoD|http(s)->infoD|http(s)"
"case_188","infoD|http(s)->end"
"case_189","start->infoD|unassigned"
"case_189","infoD|unassigned->serD|unassigned"
"case_189","serD|unassigned->vulnD|storage"
"case_189","vulnD|storage->serD|unassigned"
"case_189","serD|unassigned->vulnD|storage"
"case_189","vulnD|storage->serD|unassigned"
"case_189","serD|unassigned->vulnD|storage"
"case_189","vulnD|storage->end"
"case_190","start->serD|unassigned"
"case_190","serD|unassigned->vulnD|storage"
"case_190","vulnD|storage->serD|unassigned"
"case_190","serD|unassigned->vulnD|storage"
"case_190","vulnD|storage->serD|unassigned"
"case_190","serD|unassigned->vulnD|storage"
"case_190","vulnD|storage->end"
"case_191","start->serD|unassigned"
"case_191","serD|unassigned->vulnD|storage"
"case_191","vulnD|storage->serD|unassigned"
"case_191","serD|unassigned->vulnD|storage"
"case_191","vulnD|storage->serD|unassigned"
"case_191","serD|unassigned->vulnD|storage"
"case_191","vulnD|storage->end"
"case_192","start->serD|unassigned"
"case_192","serD|unassigned->vulnD|storage"
"case_192","vulnD|storage->serD|unassigned"
"case_192","serD|unassigned->vulnD|storage"
"case_192","vulnD|storage->serD|unassigned"
"case_192","serD|unassigned->vulnD|storage"
"case_192","vulnD|storage->end"
"case_193","start->serD|unassigned"
"case_193","serD|unassigned->vulnD|storage"
"case_193","vulnD|storage->serD|ATCcomm"
"case_193","serD|ATCcomm->vulnD|storage"
"case_193","vulnD|storage->serD|unassigned"
"case_193","serD|unassigned->vulnD|storage"
"case_193","vulnD|storage->serD|unassigned"
"case_193","serD|unassigned->vulnD|storage"
"case_193","vulnD|storage->infoD|unassigned"
"case_193","infoD|unassigned->serD|unassigned"
"case_193","serD|unassigned->vulnD|storage"
"case_193","vulnD|storage->end"
"case_194","start->serD|unassigned"
"case_194","serD|unassigned->vulnD|storage"
"case_194","vulnD|storage->serD|unassigned"
"case_194","serD|unassigned->vulnD|storage"
"case_194","vulnD|storage->serD|unassigned"
"case_194","serD|unassigned->vulnD|storage"
"case_194","vulnD|storage->end"
"case_195","start->serD|unassigned"
"case_195","serD|unassigned->vulnD|storage"
"case_195","vulnD|storage->serD|unassigned"
"case_195","serD|unassigned->vulnD|storage"
"case_195","vulnD|storage->serD|unassigned"
"case_195","serD|unassigned->vulnD|storage"
"case_195","vulnD|storage->end"
"case_196","start->serD|unassigned"
"case_196","serD|unassigned->vulnD|storage"
"case_196","vulnD|storage->serD|unassigned"
"case_196","serD|unassigned->vulnD|storage"
"case_196","vulnD|storage->serD|unassigned"
"case_196","serD|unassigned->vulnD|storage"
"case_196","vulnD|storage->end"
"case_197","start->serD|unassigned"
"case_197","serD|unassigned->vulnD|storage"
"case_197","vulnD|storage->serD|unassigned"
"case_197","serD|unassigned->vulnD|storage"
"case_197","vulnD|storage->serD|unassigned"
"case_197","serD|unassigned->vulnD|storage"
"case_197","vulnD|storage->serD|unassigned"
"case_197","serD|unassigned->vulnD|storage"
"case_197","vulnD|storage->infoD|unassigned"
"case_197","infoD|unassigned->serD|unassigned"
"case_197","serD|unassigned->vulnD|storage"
"case_197","vulnD|storage->infoD|unassigned"
"case_197","infoD|unassigned->end"
"case_198","start->serD|unassigned"
"case_198","serD|unassigned->vulnD|storage"
"case_198","vulnD|storage->serD|unassigned"
"case_198","serD|unassigned->vulnD|storage"
"case_198","vulnD|storage->serD|unassigned"
"case_198","serD|unassigned->vulnD|storage"
"case_198","vulnD|storage->end"
"case_199","start->infoD|unassigned"
"case_199","infoD|unassigned->serD|unassigned"
"case_199","serD|unassigned->vulnD|storage"
"case_199","vulnD|storage->end"
"case_200","start->serD|ATCcomm"
"case_200","serD|ATCcomm->vulnD|storage"
"case_200","vulnD|storage->vulnD|voip"
"case_200","vulnD|voip->hostD|remoteAccess"
"case_200","hostD|remoteAccess->end"
"case_201","start->infoD|http(s)"
"case_201","infoD|http(s)->infoD|http(s)"
"case_201","infoD|http(s)->CnC|http(s)"
"case_201","CnC|http(s)->end"
"case_202","start->hostD|http(s)"
"case_202","hostD|http(s)->serD|unassigned"
"case_202","serD|unassigned->vulnD|storage"
"case_202","vulnD|storage->end"
"case_203","start->hostD|surveillance"
"case_203","hostD|surveillance->serD|unassigned"
"case_203","serD|unassigned->vulnD|storage"
"case_203","vulnD|storage->end"
"case_204","start->hostD|wireless"
"case_204","hostD|wireless->serD|unassigned"
"case_204","serD|unassigned->vulnD|storage"
"case_204","vulnD|storage->uPrivEsc|hostingServer"
"case_204","uPrivEsc|hostingServer->end"
"case_205","start->hostD|http(s)"
"case_205","hostD|http(s)->serD|unassigned"
"case_205","serD|unassigned->vulnD|storage"
"case_205","vulnD|storage->end"
"case_206","start->hostD|unassigned"
"case_206","hostD|unassigned->serD|unassigned"
"case_206","serD|unassigned->vulnD|storage"
"case_206","vulnD|storage->end"
"case_207","start->hostD|http(s)"
"case_207","hostD|http(s)->serD|unassigned"
"case_207","serD|unassigned->vulnD|storage"
"case_207","vulnD|storage->bfCred|email"
"case_207","bfCred|email->end"
"case_208","start->hostD|http(s)"
"case_208","hostD|http(s)->serD|unassigned"
"case_208","serD|unassigned->vulnD|storage"
"case_208","vulnD|storage->serD|unassigned"
"case_208","serD|unassigned->vulnD|storage"
"case_208","vulnD|storage->hostD|http(s)"
"case_208","hostD|http(s)->infoD|remoteAccess"
"case_208","infoD|remoteAccess->hostD|remoteAccess"
"case_208","hostD|remoteAccess->end"
"case_209","start->serD|unassigned"
"case_209","serD|unassigned->vulnD|storage"
"case_209","vulnD|storage->serD|unassigned"
"case_209","serD|unassigned->vulnD|storage"
"case_209","vulnD|storage->serD|unassigned"
"case_209","serD|unassigned->vulnD|storage"
"case_209","vulnD|storage->infoD|remoteAccess"
"case_209","infoD|remoteAccess->hostD|remoteAccess"
"case_209","hostD|remoteAccess->serD|ATCcomm"
"case_209","serD|ATCcomm->vulnD|http(s)"
"case_209","vulnD|http(s)->hostD|http(s)"
"case_209","hostD|http(s)->end"
"case_210","start->serD|unassigned"
"case_210","serD|unassigned->vulnD|storage"
"case_210","vulnD|storage->serD|unassigned"
"case_210","serD|unassigned->vulnD|storage"
"case_210","vulnD|storage->serD|unassigned"
"case_210","serD|unassigned->vulnD|storage"
"case_210","vulnD|storage->infoD|remoteAccess"
"case_210","infoD|remoteAccess->hostD|remoteAccess"
"case_210","hostD|remoteAccess->serD|ATCcomm"
"case_210","serD|ATCcomm->vulnD|storage"
"case_210","vulnD|storage->hostD|http(s)"
"case_210","hostD|http(s)->end"
"case_211","start->serD|unassigned"
"case_211","serD|unassigned->vulnD|storage"
"case_211","vulnD|storage->serD|unassigned"
"case_211","serD|unassigned->vulnD|storage"
"case_211","vulnD|storage->serD|unassigned"
"case_211","serD|unassigned->vulnD|storage"
"case_211","vulnD|storage->infoD|remoteAccess"
"case_211","infoD|remoteAccess->hostD|remoteAccess"
"case_211","hostD|remoteAccess->serD|ATCcomm"
"case_211","serD|ATCcomm->vulnD|storage"
"case_211","vulnD|storage->end"
"case_212","start->hostD|http(s)"
"case_212","hostD|http(s)->serD|unassigned"
"case_212","serD|unassigned->vulnD|storage"
"case_212","vulnD|storage->serD|unassigned"
"case_212","serD|unassigned->vulnD|storage"
"case_212","vulnD|storage->serD|unassigned"
"case_212","serD|unassigned->vulnD|storage"
"case_212","vulnD|storage->serD|voip"
"case_212","serD|voip->hostD|http(s)"
"case_212","hostD|http(s)->infoD|remoteAccess"
"case_212","infoD|remoteAccess->hostD|remoteAccess"
"case_212","hostD|remoteAccess->serD|ATCcomm"
"case_212","serD|ATCcomm->vulnD|storage"
"case_212","vulnD|storage->hostD|http(s)"
"case_212","hostD|http(s)->end"
"case_213","start->serD|unassigned"
"case_213","serD|unassigned->vulnD|storage"
"case_213","vulnD|storage->serD|unassigned"
"case_213","serD|unassigned->vulnD|storage"
"case_213","vulnD|storage->serD|unassigned"
"case_213","serD|unassigned->vulnD|storage"
"case_213","vulnD|storage->infoD|remoteAccess"
"case_213","infoD|remoteAccess->hostD|remoteAccess"
"case_213","hostD|remoteAccess->serD|ATCcomm"
"case_213","serD|ATCcomm->vulnD|storage"
"case_213","vulnD|storage->end"
"case_214","start->serD|unassigned"
"case_214","serD|unassigned->vulnD|storage"
"case_214","vulnD|storage->serD|unassigned"
"case_214","serD|unassigned->vulnD|storage"
"case_214","vulnD|storage->serD|unassigned"
"case_214","serD|unassigned->vulnD|storage"
"case_214","vulnD|storage->infoD|remoteAccess"
"case_214","infoD|remoteAccess->hostD|remoteAccess"
"case_214","hostD|remoteAccess->serD|ATCcomm"
"case_214","serD|ATCcomm->vulnD|storage"
"case_214","vulnD|storage->end"
"case_215","start->serD|unassigned"
"case_215","serD|unassigned->vulnD|storage"
"case_215","vulnD|storage->serD|unassigned"
"case_215","serD|unassigned->vulnD|storage"
"case_215","vulnD|storage->serD|unassigned"
"case_215","serD|unassigned->vulnD|storage"
"case_215","vulnD|storage->infoD|remoteAccess"
"case_215","infoD|remoteAccess->hostD|remoteAccess"
"case_215","hostD|remoteAccess->end"
"case_216","start->hostD|http(s)"
"case_216","hostD|http(s)->serD|unassigned"
"case_216","serD|unassigned->vulnD|storage"
"case_216","vulnD|storage->bfCred|email"
"case_216","bfCred|email->end"
"case_217","start->serD|unassigned"
"case_217","serD|unassigned->vulnD|storage"
"case_217","vulnD|storage->serD|unassigned"
"case_217","serD|unassigned->vulnD|storage"
"case_217","vulnD|storage->bfCred|email"
"case_217","bfCred|email->end"
"case_218","start->hostD|http(s)"
"case_218","hostD|http(s)->hostD|remoteAccess"
"case_218","hostD|remoteAccess->infoD|remoteAccess"
"case_218","infoD|remoteAccess->infoD|email"
"case_218","infoD|email->end"
"case_219","start->hostD|unassigned"
"case_219","hostD|unassigned->serD|unassigned"
"case_219","serD|unassigned->vulnD|storage"
"case_219","vulnD|storage->serD|unassigned"
"case_219","serD|unassigned->vulnD|storage"
"case_219","vulnD|storage->serD|unassigned"
"case_219","serD|unassigned->vulnD|storage"
"case_219","vulnD|storage->hostD|unassigned"
"case_219","hostD|unassigned->infoD|remoteAccess"
"case_219","infoD|remoteAccess->hostD|remoteAccess"
"case_219","hostD|remoteAccess->end"
"case_220","start->hostD|http(s)"
"case_220","hostD|http(s)->serD|unassigned"
"case_220","serD|unassigned->vulnD|storage"
"case_220","vulnD|storage->serD|unassigned"
"case_220","serD|unassigned->vulnD|storage"
"case_220","vulnD|storage->serD|unassigned"
"case_220","serD|unassigned->vulnD|storage"
"case_220","vulnD|storage->hostD|http(s)"
"case_220","hostD|http(s)->infoD|remoteAccess"
"case_220","infoD|remoteAccess->hostD|remoteAccess"
"case_220","hostD|remoteAccess->end"
"case_221","start->hostD|surveillance"
"case_221","hostD|surveillance->serD|unassigned"
"case_221","serD|unassigned->vulnD|storage"
"case_221","vulnD|storage->vulnD|storage"
"case_221","vulnD|storage->serD|unassigned"
"case_221","serD|unassigned->vulnD|storage"
"case_221","vulnD|storage->hostD|surveillance"
"case_221","hostD|surveillance->infoD|remoteAccess"
"case_221","infoD|remoteAccess->hostD|remoteAccess"
"case_221","hostD|remoteAccess->end"
"case_222","start->serD|unassigned"
"case_222","serD|unassigned->vulnD|storage"
"case_222","vulnD|storage->serD|unassigned"
"case_222","serD|unassigned->vulnD|storage"
"case_222","vulnD|storage->serD|unassigned"
"case_222","serD|unassigned->vulnD|storage"
"case_222","vulnD|storage->infoD|remoteAccess"
"case_222","infoD|remoteAccess->hostD|remoteAccess"
"case_222","hostD|remoteAccess->serD|ATCcomm"
"case_222","serD|ATCcomm->vulnD|storage"
"case_222","vulnD|storage->end"
"case_223","start->serD|unassigned"
"case_223","serD|unassigned->vulnD|storage"
"case_223","vulnD|storage->serD|unassigned"
"case_223","serD|unassigned->vulnD|storage"
"case_223","vulnD|storage->serD|unassigned"
"case_223","serD|unassigned->vulnD|storage"
"case_223","vulnD|storage->infoD|remoteAccess"
"case_223","infoD|remoteAccess->hostD|remoteAccess"
"case_223","hostD|remoteAccess->serD|ATCcomm"
"case_223","serD|ATCcomm->vulnD|storage"
"case_223","vulnD|storage->end"
"case_224","start->serD|unassigned"
"case_224","serD|unassigned->vulnD|storage"
"case_224","vulnD|storage->serD|unassigned"
"case_224","serD|unassigned->vulnD|storage"
"case_224","vulnD|storage->serD|unassigned"
"case_224","serD|unassigned->vulnD|storage"
"case_224","vulnD|storage->infoD|remoteAccess"
"case_224","infoD|remoteAccess->hostD|remoteAccess"
"case_224","hostD|remoteAccess->serD|ATCcomm"
"case_224","serD|ATCcomm->vulnD|storage"
"case_224","vulnD|storage->vulnD|storage"
"case_224","vulnD|storage->end"
"case_225","start->serD|unassigned"
"case_225","serD|unassigned->vulnD|storage"
"case_225","vulnD|storage->serD|unassigned"
"case_225","serD|unassigned->vulnD|storage"
"case_225","vulnD|storage->serD|unassigned"
"case_225","serD|unassigned->vulnD|storage"
"case_225","vulnD|storage->infoD|remoteAccess"
"case_225","infoD|remoteAccess->hostD|remoteAccess"
"case_225","hostD|remoteAccess->serD|ATCcomm"
"case_225","serD|ATCcomm->vulnD|storage"
"case_225","vulnD|storage->end"
"case_226","start->hostD|http(s)"
"case_226","hostD|http(s)->serD|unassigned"
"case_226","serD|unassigned->vulnD|storage"
"case_226","vulnD|storage->serD|unassigned"
"case_226","serD|unassigned->vulnD|storage"
"case_226","vulnD|storage->serD|unassigned"
"case_226","serD|unassigned->vulnD|storage"
"case_226","vulnD|storage->hostD|http(s)"
"case_226","hostD|http(s)->infoD|remoteAccess"
"case_226","infoD|remoteAccess->hostD|remoteAccess"
"case_226","hostD|remoteAccess->end"
"case_227","start->hostD|http(s)"
"case_227","hostD|http(s)->serD|unassigned"
"case_227","serD|unassigned->vulnD|storage"
"case_227","vulnD|storage->serD|unassigned"
"case_227","serD|unassigned->vulnD|storage"
"case_227","vulnD|storage->serD|unassigned"
"case_227","serD|unassigned->vulnD|storage"
"case_227","vulnD|storage->hostD|http(s)"
"case_227","hostD|http(s)->infoD|remoteAccess"
"case_227","infoD|remoteAccess->hostD|remoteAccess"
"case_227","hostD|remoteAccess->serD|ATCcomm"
"case_227","serD|ATCcomm->vulnD|storage"
"case_227","vulnD|storage->hostD|http(s)"
"case_227","hostD|http(s)->end"
"case_228","start->serD|unassigned"
"case_228","serD|unassigned->vulnD|storage"
"case_228","vulnD|storage->serD|unassigned"
"case_228","serD|unassigned->vulnD|storage"
"case_228","vulnD|storage->serD|unassigned"
"case_228","serD|unassigned->vulnD|storage"
"case_228","vulnD|storage->infoD|remoteAccess"
"case_228","infoD|remoteAccess->hostD|remoteAccess"
"case_228","hostD|remoteAccess->end"
"case_229","start->surf|http(s)"
"case_229","surf|http(s)->hostD|http(s)"
"case_229","hostD|http(s)->serD|unassigned"
"case_229","serD|unassigned->vulnD|storage"
"case_229","vulnD|storage->infoD|http(s)"
"case_229","infoD|http(s)->rPrivEsc|http(s)"
"case_229","rPrivEsc|http(s)->acctManip|http(s)"
"case_229","acctManip|http(s)->remoteexp|http(s)"
"case_229","remoteexp|http(s)->CnC|http(s)"
"case_229","CnC|http(s)->ACE|http(s)"
"case_229","ACE|http(s)->resHJ|http(s)"
"case_229","resHJ|http(s)->dManip|http(s)"
"case_229","dManip|http(s)->exfil|http(s)"
"case_229","exfil|http(s)->delivery|http(s)"
"case_229","delivery|http(s)->end"
"case_230","start->surf|http(s)"
"case_230","surf|http(s)->hostD|http(s)"
"case_230","hostD|http(s)->serD|unassigned"
"case_230","serD|unassigned->vulnD|storage"
"case_230","vulnD|storage->infoD|http(s)"
"case_230","infoD|http(s)->rPrivEsc|http(s)"
"case_230","rPrivEsc|http(s)->acctManip|http(s)"
"case_230","acctManip|http(s)->remoteexp|http(s)"
"case_230","remoteexp|http(s)->CnC|http(s)"
"case_230","CnC|http(s)->ACE|http(s)"
"case_230","ACE|http(s)->resHJ|http(s)"
"case_230","resHJ|http(s)->dManip|http(s)"
"case_230","dManip|http(s)->exfil|http(s)"
"case_230","exfil|http(s)->delivery|http(s)"
"case_230","delivery|http(s)->end"
"case_231","start->hostD|remoteAccess"
"case_231","hostD|remoteAccess->surf|remoteAccess"
"case_231","surf|remoteAccess->vulnD|remoteAccess"
"case_231","vulnD|remoteAccess->infoD|remoteAccess"
"case_231","infoD|remoteAccess->rPrivEsc|remoteAccess"
"case_231","rPrivEsc|remoteAccess->acctManip|remoteAccess"
"case_231","acctManip|remoteAccess->remoteexp|remoteAccess"
"case_231","remoteexp|remoteAccess->ACE|remoteAccess"
"case_231","ACE|remoteAccess->resHJ|remoteAccess"
"case_231","resHJ|remoteAccess->dManip|remoteAccess"
"case_231","dManip|remoteAccess->exfil|remoteAccess"
"case_231","exfil|remoteAccess->delivery|remoteAccess"
"case_231","delivery|remoteAccess->end"
"case_232","start->serD|unassigned"
"case_232","serD|unassigned->vulnD|storage"
"case_232","vulnD|storage->serD|unassigned"
