"case","event"
"case_285","hostD|http(s)->serD|unassigned"
"case_285","serD|unassigned->vulnD|storage"
"case_285","vulnD|storage->hostD|http(s)"
"case_285","hostD|http(s)->end"
"case_286","start->hostD|http(s)"
"case_286","hostD|http(s)->serD|remoteAccess"
"case_286","serD|remoteAccess->vulnD|storage"
"case_286","vulnD|storage->serD|unassigned"
"case_286","serD|unassigned->hostD|remoteAccess"
"case_286","hostD|remoteAccess->serD|unassigned"
"case_286","serD|unassigned->vulnD|storage"
"case_286","vulnD|storage->serD|voip"
"case_286","serD|voip->hostD|remoteAccess"
"case_286","hostD|remoteAccess->serD|remoteAccess"
"case_286","serD|remoteAccess->vulnD|voip"
"case_286","vulnD|voip->serD|unassigned"
"case_286","serD|unassigned->vulnD|storage"
"case_286","vulnD|storage->hostD|remoteAccess"
"case_286","hostD|remoteAccess->serD|remoteAccess"
"case_286","serD|remoteAccess->vulnD|voip"
"case_286","vulnD|voip->serD|unassigned"
"case_286","serD|unassigned->vulnD|storage"
"case_286","vulnD|storage->hostD|http(s)"
"case_286","hostD|http(s)->vulnD|storage"
"case_286","vulnD|storage->hostD|http(s)"
"case_286","hostD|http(s)->serD|remoteAccess"
"case_286","serD|remoteAccess->vulnD|voip"
"case_286","vulnD|voip->serD|ATCcomm"
"case_286","serD|ATCcomm->vulnD|storage"
"case_286","vulnD|storage->serD|unassigned"
"case_286","serD|unassigned->vulnD|storage"
"case_286","vulnD|storage->vulnD|storage"
"case_286","vulnD|storage->end"
"case_287","start->serD|remoteAccess"
"case_287","serD|remoteAccess->serD|remoteAccess"
"case_287","serD|remoteAccess->vulnD|storage"
"case_287","vulnD|storage->hostD|surveillance"
"case_287","hostD|surveillance->serD|unassigned"
"case_287","serD|unassigned->vulnD|storage"
"case_287","vulnD|storage->hostD|surveillance"
"case_287","hostD|surveillance->infoD|unassigned"
"case_287","infoD|unassigned->exfil|unassigned"
"case_287","exfil|unassigned->end"
"case_288","start->serD|unassigned"
"case_288","serD|unassigned->vulnD|storage"
"case_288","vulnD|storage->hostD|surveillance"
"case_288","hostD|surveillance->infoD|unassigned"
"case_288","infoD|unassigned->exfil|unassigned"
"case_288","exfil|unassigned->end"
"case_289","start->serD|remoteAccess"
"case_289","serD|remoteAccess->serD|unassigned"
"case_289","serD|unassigned->vulnD|storage"
"case_289","vulnD|storage->serD|unassigned"
"case_289","serD|unassigned->vulnD|storage"
"case_289","vulnD|storage->serD|remoteAccess"
"case_289","serD|remoteAccess->serD|unassigned"
"case_289","serD|unassigned->vulnD|storage"
"case_289","vulnD|storage->serD|remoteAccess"
"case_289","serD|remoteAccess->serD|unassigned"
"case_289","serD|unassigned->vulnD|storage"
"case_289","vulnD|storage->serD|unassigned"
"case_289","serD|unassigned->vulnD|storage"
"case_289","vulnD|storage->serD|ATCcomm"
"case_289","serD|ATCcomm->vulnD|storage"
"case_289","vulnD|storage->serD|ATCcomm"
"case_289","serD|ATCcomm->vulnD|storage"
"case_289","vulnD|storage->serD|ATCcomm"
"case_289","serD|ATCcomm->vulnD|storage"
"case_289","vulnD|storage->end"
"case_290","start->serD|remoteAccess"
"case_290","serD|remoteAccess->serD|remoteAccess"
"case_290","serD|remoteAccess->vulnD|storage"
"case_290","vulnD|storage->serD|unassigned"
"case_290","serD|unassigned->vulnD|storage"
"case_290","vulnD|storage->serD|remoteAccess"
"case_290","serD|remoteAccess->serD|unassigned"
"case_290","serD|unassigned->vulnD|storage"
"case_290","vulnD|storage->serD|remoteAccess"
"case_290","serD|remoteAccess->serD|unassigned"
"case_290","serD|unassigned->vulnD|storage"
"case_290","vulnD|storage->serD|unassigned"
"case_290","serD|unassigned->vulnD|storage"
"case_290","vulnD|storage->serD|remoteAccess"
"case_290","serD|remoteAccess->serD|ATCcomm"
"case_290","serD|ATCcomm->vulnD|storage"
"case_290","vulnD|storage->serD|ATCcomm"
"case_290","serD|ATCcomm->vulnD|storage"
"case_290","vulnD|storage->serD|ATCcomm"
"case_290","serD|ATCcomm->vulnD|storage"
"case_290","vulnD|storage->end"
"case_291","start->serD|remoteAccess"
"case_291","serD|remoteAccess->serD|remoteAccess"
"case_291","serD|remoteAccess->vulnD|storage"
"case_291","vulnD|storage->serD|unassigned"
"case_291","serD|unassigned->vulnD|storage"
"case_291","vulnD|storage->serD|remoteAccess"
"case_291","serD|remoteAccess->serD|unassigned"
"case_291","serD|unassigned->vulnD|storage"
"case_291","vulnD|storage->serD|remoteAccess"
"case_291","serD|remoteAccess->serD|unassigned"
"case_291","serD|unassigned->vulnD|storage"
"case_291","vulnD|storage->serD|ATCcomm"
"case_291","serD|ATCcomm->vulnD|storage"
"case_291","vulnD|storage->serD|ATCcomm"
"case_291","serD|ATCcomm->vulnD|storage"
"case_291","vulnD|storage->serD|ATCcomm"
"case_291","serD|ATCcomm->vulnD|storage"
"case_291","vulnD|storage->end"
"case_292","start->serD|remoteAccess"
"case_292","serD|remoteAccess->serD|unassigned"
"case_292","serD|unassigned->vulnD|storage"
"case_292","vulnD|storage->serD|unassigned"
"case_292","serD|unassigned->vulnD|storage"
"case_292","vulnD|storage->serD|remoteAccess"
"case_292","serD|remoteAccess->serD|unassigned"
"case_292","serD|unassigned->vulnD|storage"
"case_292","vulnD|storage->serD|remoteAccess"
"case_292","serD|remoteAccess->serD|unassigned"
"case_292","serD|unassigned->vulnD|storage"
"case_292","vulnD|storage->serD|surveillance"
"case_292","serD|surveillance->vulnD|storage"
"case_292","vulnD|storage->serD|ATCcomm"
"case_292","serD|ATCcomm->vulnD|storage"
"case_292","vulnD|storage->serD|ATCcomm"
"case_292","serD|ATCcomm->vulnD|storage"
"case_292","vulnD|storage->serD|ATCcomm"
"case_292","serD|ATCcomm->vulnD|storage"
"case_292","vulnD|storage->end"
"case_293","start->serD|remoteAccess"
"case_293","serD|remoteAccess->serD|remoteAccess"
"case_293","serD|remoteAccess->vulnD|storage"
"case_293","vulnD|storage->serD|unassigned"
"case_293","serD|unassigned->vulnD|storage"
"case_293","vulnD|storage->serD|remoteAccess"
"case_293","serD|remoteAccess->serD|unassigned"
"case_293","serD|unassigned->vulnD|storage"
"case_293","vulnD|storage->serD|remoteAccess"
"case_293","serD|remoteAccess->serD|unassigned"
"case_293","serD|unassigned->vulnD|storage"
"case_293","vulnD|storage->serD|unassigned"
"case_293","serD|unassigned->vulnD|storage"
"case_293","vulnD|storage->serD|remoteAccess"
"case_293","serD|remoteAccess->serD|ATCcomm"
"case_293","serD|ATCcomm->vulnD|storage"
"case_293","vulnD|storage->serD|ATCcomm"
"case_293","serD|ATCcomm->vulnD|storage"
"case_293","vulnD|storage->serD|ATCcomm"
"case_293","serD|ATCcomm->vulnD|storage"
"case_293","vulnD|storage->end"
"case_294","start->serD|remoteAccess"
"case_294","serD|remoteAccess->serD|remoteAccess"
"case_294","serD|remoteAccess->vulnD|storage"
"case_294","vulnD|storage->serD|unassigned"
"case_294","serD|unassigned->vulnD|storage"
"case_294","vulnD|storage->serD|remoteAccess"
"case_294","serD|remoteAccess->serD|unassigned"
"case_294","serD|unassigned->vulnD|storage"
"case_294","vulnD|storage->serD|remoteAccess"
"case_294","serD|remoteAccess->vulnD|storage"
"case_294","vulnD|storage->serD|unassigned"
"case_294","serD|unassigned->vulnD|storage"
"case_294","vulnD|storage->serD|unassigned"
"case_294","serD|unassigned->vulnD|storage"
"case_294","vulnD|storage->serD|remoteAccess"
"case_294","serD|remoteAccess->serD|remoteAccess"
"case_294","serD|remoteAccess->serD|ATCcomm"
"case_294","serD|ATCcomm->vulnD|storage"
"case_294","vulnD|storage->serD|ATCcomm"
"case_294","serD|ATCcomm->vulnD|storage"
"case_294","vulnD|storage->serD|ATCcomm"
"case_294","serD|ATCcomm->vulnD|storage"
"case_294","vulnD|storage->end"
"case_295","start->serD|remoteAccess"
"case_295","serD|remoteAccess->serD|remoteAccess"
"case_295","serD|remoteAccess->vulnD|storage"
"case_295","vulnD|storage->serD|unassigned"
"case_295","serD|unassigned->vulnD|storage"
"case_295","vulnD|storage->serD|remoteAccess"
"case_295","serD|remoteAccess->serD|unassigned"
"case_295","serD|unassigned->vulnD|storage"
"case_295","vulnD|storage->serD|remoteAccess"
"case_295","serD|remoteAccess->end"
"case_296","start->serD|remoteAccess"
"case_296","serD|remoteAccess->serD|unassigned"
"case_296","serD|unassigned->vulnD|storage"
"case_296","vulnD|storage->serD|unassigned"
"case_296","serD|unassigned->vulnD|storage"
"case_296","vulnD|storage->serD|remoteAccess"
"case_296","serD|remoteAccess->serD|unassigned"
"case_296","serD|unassigned->vulnD|storage"
"case_296","vulnD|storage->serD|remoteAccess"
"case_296","serD|remoteAccess->end"
"case_297","start->serD|remoteAccess"
"case_297","serD|remoteAccess->serD|remoteAccess"
"case_297","serD|remoteAccess->vulnD|storage"
"case_297","vulnD|storage->serD|unassigned"
"case_297","serD|unassigned->vulnD|storage"
"case_297","vulnD|storage->serD|remoteAccess"
"case_297","serD|remoteAccess->serD|unassigned"
"case_297","serD|unassigned->vulnD|storage"
"case_297","vulnD|storage->serD|remoteAccess"
"case_297","serD|remoteAccess->serD|unassigned"
"case_297","serD|unassigned->vulnD|storage"
"case_297","vulnD|storage->serD|unassigned"
"case_297","serD|unassigned->vulnD|storage"
"case_297","vulnD|storage->serD|remoteAccess"
"case_297","serD|remoteAccess->serD|ATCcomm"
"case_297","serD|ATCcomm->vulnD|storage"
"case_297","vulnD|storage->serD|ATCcomm"
"case_297","serD|ATCcomm->vulnD|storage"
"case_297","vulnD|storage->serD|ATCcomm"
"case_297","serD|ATCcomm->vulnD|storage"
"case_297","vulnD|storage->end"
"case_298","start->serD|remoteAccess"
"case_298","serD|remoteAccess->serD|remoteAccess"
"case_298","serD|remoteAccess->vulnD|storage"
"case_298","vulnD|storage->serD|unassigned"
"case_298","serD|unassigned->vulnD|storage"
"case_298","vulnD|storage->serD|remoteAccess"
"case_298","serD|remoteAccess->serD|unassigned"
"case_298","serD|unassigned->vulnD|storage"
"case_298","vulnD|storage->serD|remoteAccess"
"case_298","serD|remoteAccess->serD|unassigned"
"case_298","serD|unassigned->vulnD|storage"
"case_298","vulnD|storage->serD|unassigned"
"case_298","serD|unassigned->vulnD|storage"
"case_298","vulnD|storage->serD|remoteAccess"
"case_298","serD|remoteAccess->serD|ATCcomm"
"case_298","serD|ATCcomm->vulnD|storage"
"case_298","vulnD|storage->serD|ATCcomm"
"case_298","serD|ATCcomm->vulnD|storage"
"case_298","vulnD|storage->serD|ATCcomm"
"case_298","serD|ATCcomm->vulnD|storage"
"case_298","vulnD|storage->end"
"case_299","start->serD|storage"
"case_299","serD|storage->vulnD|storage"
"case_299","vulnD|storage->hostD|hostingServer"
"case_299","hostD|hostingServer->serD|unassigned"
"case_299","serD|unassigned->vulnD|storage"
"case_299","vulnD|storage->end"
"case_300","start->serD|storage"
"case_300","serD|storage->vulnD|storage"
"case_300","vulnD|storage->serD|unassigned"
"case_300","serD|unassigned->vulnD|storage"
"case_300","vulnD|storage->infoD|unassigned"
"case_300","infoD|unassigned->exfil|unassigned"
"case_300","exfil|unassigned->end"
"case_301","start->infoD|unassigned"
"case_301","infoD|unassigned->infoD|unassigned"
"case_301","infoD|unassigned->infoD|unassigned"
"case_301","infoD|unassigned->CnC|unassigned"
"case_301","CnC|unassigned->end"
"case_302","start->serD|unassigned"
"case_302","serD|unassigned->vulnD|storage"
"case_302","vulnD|storage->serD|unassigned"
"case_302","serD|unassigned->vulnD|storage"
"case_302","vulnD|storage->end"
"case_303","start->serD|unassigned"
"case_303","serD|unassigned->vulnD|storage"
"case_303","vulnD|storage->serD|unassigned"
"case_303","serD|unassigned->vulnD|storage"
"case_303","vulnD|storage->end"
"case_304","start->hostD|http(s)"
"case_304","hostD|http(s)->serD|unassigned"
"case_304","serD|unassigned->vulnD|storage"
"case_304","vulnD|storage->serD|unassigned"
"case_304","serD|unassigned->vulnD|storage"
"case_304","vulnD|storage->hostD|http(s)"
"case_304","hostD|http(s)->end"
"case_305","start->serD|unassigned"
"case_305","serD|unassigned->vulnD|storage"
"case_305","vulnD|storage->serD|unassigned"
"case_305","serD|unassigned->vulnD|storage"
"case_305","vulnD|storage->end"
"case_306","start->serD|unassigned"
"case_306","serD|unassigned->vulnD|storage"
"case_306","vulnD|storage->vulnD|storage"
"case_306","vulnD|storage->vulnD|storage"
"case_306","vulnD|storage->end"
"case_307","start->serD|unassigned"
"case_307","serD|unassigned->vulnD|storage"
"case_307","vulnD|storage->exfil|broadcast"
"case_307","exfil|broadcast->end"
"case_308","start->surf|http(s)"
"case_308","surf|http(s)->vulnD|http(s)"
"case_308","vulnD|http(s)->infoD|http(s)"
"case_308","infoD|http(s)->rPrivEsc|http(s)"
"case_308","rPrivEsc|http(s)->acctManip|http(s)"
"case_308","acctManip|http(s)->remoteexp|http(s)"
"case_308","remoteexp|http(s)->CnC|http(s)"
"case_308","CnC|http(s)->ACE|http(s)"
"case_308","ACE|http(s)->netDOS|http(s)"
"case_308","netDOS|http(s)->resHJ|http(s)"
"case_308","resHJ|http(s)->dManip|http(s)"
"case_308","dManip|http(s)->exfil|http(s)"
"case_308","exfil|http(s)->delivery|http(s)"
"case_308","delivery|http(s)->end"
"case_309","start->hostD|http(s)"
"case_309","hostD|http(s)->serD|remoteAccess"
"case_309","serD|remoteAccess->vulnD|storage"
"case_309","vulnD|storage->infoD|http(s)"
"case_309","infoD|http(s)->netDOS|http(s)"
"case_309","netDOS|http(s)->resHJ|http(s)"
"case_309","resHJ|http(s)->end"
"case_310","start->infoD|http(s)"
"case_310","infoD|http(s)->netDOS|http(s)"
"case_310","netDOS|http(s)->resHJ|http(s)"
"case_310","resHJ|http(s)->end"
"case_311","start->surf|remoteAccess"
"case_311","surf|remoteAccess->serD|unassigned"
"case_311","serD|unassigned->vulnD|storage"
"case_311","vulnD|storage->hostD|http(s)"
"case_311","hostD|http(s)->serD|remoteAccess"
"case_311","serD|remoteAccess->vulnD|voip"
"case_311","vulnD|voip->serD|voip"
"case_311","serD|voip->vulnD|voip"
"case_311","vulnD|voip->infoD|http(s)"
"case_311","infoD|http(s)->netDOS|http(s)"
"case_311","netDOS|http(s)->resHJ|http(s)"
"case_311","resHJ|http(s)->end"
"case_312","start->serD|unassigned"
"case_312","serD|unassigned->vulnD|storage"
"case_312","vulnD|storage->hostD|http(s)"
"case_312","hostD|http(s)->serD|unassigned"
"case_312","serD|unassigned->vulnD|storage"
"case_312","vulnD|storage->hostD|http(s)"
"case_312","hostD|http(s)->end"
"case_313","start->hostD|hostingServer"
"case_313","hostD|hostingServer->serD|ATCcomm"
"case_313","serD|ATCcomm->vulnD|storage"
"case_313","vulnD|storage->infoD|http(s)"
"case_313","infoD|http(s)->netDOS|http(s)"
"case_313","netDOS|http(s)->resHJ|http(s)"
"case_313","resHJ|http(s)->end"
"case_314","start->serD|unassigned"
"case_314","serD|unassigned->serD|unassigned"
"case_314","serD|unassigned->vulnD|storage"
"case_314","vulnD|storage->hostD|hostingServer"
"case_314","hostD|hostingServer->infoD|http(s)"
"case_314","infoD|http(s)->netDOS|http(s)"
"case_314","netDOS|http(s)->resHJ|http(s)"
"case_314","resHJ|http(s)->end"
"case_315","start->infoD|http(s)"
"case_315","infoD|http(s)->netDOS|http(s)"
"case_315","netDOS|http(s)->resHJ|http(s)"
"case_315","resHJ|http(s)->end"
"case_316","start->serD|unassigned"
"case_316","serD|unassigned->vulnD|storage"
"case_316","vulnD|storage->serD|unassigned"
"case_316","serD|unassigned->vulnD|storage"
"case_316","vulnD|storage->end"
"case_317","start->serD|unassigned"
"case_317","serD|unassigned->vulnD|storage"
"case_317","vulnD|storage->serD|unassigned"
"case_317","serD|unassigned->vulnD|storage"
"case_317","vulnD|storage->end"
"case_318","start->serD|unassigned"
"case_318","serD|unassigned->vulnD|storage"
"case_318","vulnD|storage->CnC|surveillance"
"case_318","CnC|surveillance->CnC|unassigned"
"case_318","CnC|unassigned->CnC|unassigned"
"case_318","CnC|unassigned->acctManip|broadcast"
"case_318","acctManip|broadcast->end"
"case_319","start->serD|unassigned"
"case_319","serD|unassigned->vulnD|storage"
"case_319","vulnD|storage->acctManip|broadcast"
"case_319","acctManip|broadcast->end"
"case_320","start->serD|unassigned"
"case_320","serD|unassigned->vulnD|storage"
"case_320","vulnD|storage->serD|unassigned"
"case_320","serD|unassigned->vulnD|storage"
"case_320","vulnD|storage->end"
"case_321","start->serD|unassigned"
"case_321","serD|unassigned->vulnD|storage"
"case_321","vulnD|storage->acctManip|broadcast"
"case_321","acctManip|broadcast->end"
"case_322","start->serD|unassigned"
"case_322","serD|unassigned->vulnD|storage"
"case_322","vulnD|storage->infoD|http(s)"
"case_322","infoD|http(s)->netDOS|http(s)"
"case_322","netDOS|http(s)->resHJ|http(s)"
"case_322","resHJ|http(s)->end"
"case_323","start->acctManip|broadcast"
"case_323","acctManip|broadcast->serD|ATCcomm"
"case_323","serD|ATCcomm->vulnD|storage"
"case_323","vulnD|storage->end"
"case_324","start->acctManip|broadcast"
"case_324","acctManip|broadcast->serD|unassigned"
"case_324","serD|unassigned->vulnD|storage"
"case_324","vulnD|storage->end"
"case_325","start->acctManip|broadcast"
"case_325","acctManip|broadcast->serD|unassigned"
"case_325","serD|unassigned->vulnD|storage"
"case_325","vulnD|storage->end"
"case_326","start->acctManip|broadcast"
"case_326","acctManip|broadcast->serD|ATCcomm"
"case_326","serD|ATCcomm->vulnD|storage"
"case_326","vulnD|storage->end"
"case_327","start->acctManip|broadcast"
"case_327","acctManip|broadcast->serD|unassigned"
"case_327","serD|unassigned->vulnD|storage"
"case_327","vulnD|storage->end"
"case_328","start->serD|unassigned"
"case_328","serD|unassigned->vulnD|storage"
"case_328","vulnD|storage->serD|unassigned"
"case_328","serD|unassigned->vulnD|storage"
"case_328","vulnD|storage->end"
"case_329","start->serD|unassigned"
"case_329","serD|unassigned->vulnD|storage"
"case_329","vulnD|storage->serD|unassigned"
"case_329","serD|unassigned->vulnD|storage"
"case_329","vulnD|storage->end"
"case_330","start->serD|ATCcomm"
"case_330","serD|ATCcomm->vulnD|storage"
"case_330","vulnD|storage->serD|surveillance"
"case_330","serD|surveillance->vulnD|storage"
"case_330","vulnD|storage->end"
"case_331","start->acctManip|broadcast"
"case_331","acctManip|broadcast->serD|unassigned"
"case_331","serD|unassigned->vulnD|storage"
"case_331","vulnD|storage->end"
"case_332","start->serD|unassigned"
"case_332","serD|unassigned->vulnD|storage"
"case_332","vulnD|storage->infoD|unassigned"
"case_332","infoD|unassigned->uPrivEsc|hostingServer"
"case_332","uPrivEsc|hostingServer->exfil|unassigned"
"case_332","exfil|unassigned->end"
"case_333","start->CnC|unassigned"
"case_333","CnC|unassigned->CnC|unassigned"
"case_333","CnC|unassigned->CnC|unassigned"
"case_333","CnC|unassigned->end"
"case_334","start->serD|storage"
"case_334","serD|storage->vulnD|storage"
"case_334","vulnD|storage->serD|unassigned"
"case_334","serD|unassigned->vulnD|storage"
"case_334","vulnD|storage->serD|unassigned"
"case_334","serD|unassigned->vulnD|storage"
"case_334","vulnD|storage->end"
"case_335","start->serD|unassigned"
"case_335","serD|unassigned->vulnD|storage"
"case_335","vulnD|storage->serD|storage"
"case_335","serD|storage->vulnD|storage"
"case_335","vulnD|storage->serD|ATCcomm"
"case_335","serD|ATCcomm->vulnD|storage"
"case_335","vulnD|storage->end"
"case_336","start->serD|unassigned"
"case_336","serD|unassigned->vulnD|storage"
"case_336","vulnD|storage->serD|storage"
"case_336","serD|storage->vulnD|storage"
"case_336","vulnD|storage->surf|broadcast"
"case_336","surf|broadcast->vulnD|broadcast"
"case_336","vulnD|broadcast->infoD|broadcast"
"case_336","infoD|broadcast->rPrivEsc|broadcast"
"case_336","rPrivEsc|broadcast->acctManip|broadcast"
"case_336","acctManip|broadcast->remoteexp|broadcast"
"case_336","remoteexp|broadcast->ACE|broadcast"
"case_336","ACE|broadcast->resHJ|broadcast"
"case_336","resHJ|broadcast->dManip|broadcast"
"case_336","dManip|broadcast->exfil|broadcast"
"case_336","exfil|broadcast->delivery|broadcast"
"case_336","delivery|broadcast->exfil|broadcast"
"case_336","exfil|broadcast->end"
"case_337","start->serD|remoteAccess"
"case_337","serD|remoteAccess->vulnD|storage"
"case_337","vulnD|storage->serD|unassigned"
"case_337","serD|unassigned->vulnD|storage"
"case_337","vulnD|storage->serD|ATCcomm"
"case_337","serD|ATCcomm->vulnD|storage"
"case_337","vulnD|storage->vulnD|storage"
"case_337","vulnD|storage->vulnD|storage"
"case_337","vulnD|storage->end"
"case_338","start->serD|unassigned"
"case_338","serD|unassigned->vulnD|storage"
"case_338","vulnD|storage->serD|storage"
"case_338","serD|storage->vulnD|storage"
"case_338","vulnD|storage->vulnD|storage"
"case_338","vulnD|storage->serD|ATCcomm"
"case_338","serD|ATCcomm->serD|unassigned"
"case_338","serD|unassigned->end"
"case_339","start->serD|unassigned"
"case_339","serD|unassigned->vulnD|storage"
"case_339","vulnD|storage->serD|unassigned"
"case_339","serD|unassigned->vulnD|storage"
"case_339","vulnD|storage->end"
"case_340","start->serD|unassigned"
"case_340","serD|unassigned->vulnD|storage"
"case_340","vulnD|storage->infoD|unassigned"
"case_340","infoD|unassigned->infoD|unassigned"
"case_340","infoD|unassigned->end"
"case_341","start->serD|unassigned"
"case_341","serD|unassigned->vulnD|storage"
"case_341","vulnD|storage->vulnD|storage"
"case_341","vulnD|storage->serD|unassigned"
"case_341","serD|unassigned->bfCred|email"
"case_341","bfCred|email->end"
"case_342","start->vulnD|storage"
"case_342","vulnD|storage->hostD|http(s)"
"case_342","hostD|http(s)->serD|unassigned"
"case_342","serD|unassigned->surf|http(s)"
"case_342","surf|http(s)->infoD|http(s)"
"case_342","infoD|http(s)->rPrivEsc|http(s)"
"case_342","rPrivEsc|http(s)->acctManip|http(s)"
"case_342","acctManip|http(s)->remoteexp|http(s)"
"case_342","remoteexp|http(s)->CnC|http(s)"
"case_342","CnC|http(s)->ACE|http(s)"
"case_342","ACE|http(s)->resHJ|http(s)"
"case_342","resHJ|http(s)->dManip|http(s)"
"case_342","dManip|http(s)->exfil|http(s)"
"case_342","exfil|http(s)->end"
"case_343","start->infoD|unassigned"
"case_343","infoD|unassigned->dDestruct|remoteAccess"
"case_343","dDestruct|remoteAccess->dDestruct|remoteAccess"
"case_343","dDestruct|remoteAccess->dDestruct|remoteAccess"
"case_343","dDestruct|remoteAccess->dDestruct|remoteAccess"
"case_343","dDestruct|remoteAccess->dDestruct|remoteAccess"
"case_343","dDestruct|remoteAccess->dDestruct|remoteAccess"
"case_343","dDestruct|remoteAccess->dDestruct|remoteAccess"
"case_343","dDestruct|remoteAccess->dDestruct|remoteAccess"
"case_343","dDestruct|remoteAccess->end"
"case_344","start->serD|unassigned"
"case_344","serD|unassigned->vulnD|storage"
"case_344","vulnD|storage->serD|unassigned"
"case_344","serD|unassigned->vulnD|storage"
"case_344","vulnD|storage->end"
"case_345","start->serD|unassigned"
"case_345","serD|unassigned->CnC|http(s)"
"case_345","CnC|http(s)->serD|unassigned"
"case_345","serD|unassigned->end"
"case_346","start->surf|http(s)"
"case_346","surf|http(s)->serD|unassigned"
"case_346","serD|unassigned->vulnD|storage"
"case_346","vulnD|storage->infoD|http(s)"
"case_346","infoD|http(s)->rPrivEsc|http(s)"
"case_346","rPrivEsc|http(s)->acctManip|http(s)"
"case_346","acctManip|http(s)->remoteexp|http(s)"
"case_346","remoteexp|http(s)->CnC|http(s)"
"case_346","CnC|http(s)->ACE|http(s)"
"case_346","ACE|http(s)->resHJ|http(s)"
"case_346","resHJ|http(s)->dManip|http(s)"
"case_346","dManip|http(s)->exfil|http(s)"
"case_346","exfil|http(s)->delivery|http(s)"
"case_346","delivery|http(s)->end"
"case_347","start->serD|unassigned"
"case_347","serD|unassigned->vulnD|storage"
"case_347","vulnD|storage->serD|unassigned"
"case_347","serD|unassigned->vulnD|storage"
"case_347","vulnD|storage->end"
"case_348","start->infoD|http(s)"
"case_348","infoD|http(s)->infoD|http(s)"
"case_348","infoD|http(s)->CnC|http(s)"
"case_348","CnC|http(s)->end"
"case_349","start->serD|unassigned"
"case_349","serD|unassigned->vulnD|storage"
"case_349","vulnD|storage->hostD|remoteAccess"
"case_349","hostD|remoteAccess->infoD|remoteAccess"
"case_349","infoD|remoteAccess->infoD|remoteAccess"
"case_349","infoD|remoteAccess->end"
"case_350","start->hostD|surveillance"
"case_350","hostD|surveillance->serD|surveillance"
"case_350","serD|surveillance->vulnD|storage"
"case_350","vulnD|storage->infoD|remoteAccess"
"case_350","infoD|remoteAccess->infoD|unassigned"
"case_350","infoD|unassigned->exfil|unassigned"
"case_350","exfil|unassigned->end"
"case_351","start->infoD|unassigned"
"case_351","infoD|unassigned->infoD|unassigned"
"case_351","infoD|unassigned->infoD|unassigned"
"case_351","infoD|unassigned->infoD|unassigned"
"case_351","infoD|unassigned->infoD|unassigned"
"case_351","infoD|unassigned->end"
"case_352","start->hostD|http(s)"
"case_352","hostD|http(s)->serD|unassigned"
"case_352","serD|unassigned->vulnD|storage"
"case_352","vulnD|storage->infoD|unassigned"
"case_352","infoD|unassigned->end"
"case_353","start->serD|unassigned"
"case_353","serD|unassigned->vulnD|storage"
"case_353","vulnD|storage->vulnD|storage"
"case_353","vulnD|storage->end"
"case_354","start->serD|unassigned"
"case_354","serD|unassigned->vulnD|storage"
"case_354","vulnD|storage->serD|unassigned"
"case_354","serD|unassigned->vulnD|storage"
"case_354","vulnD|storage->end"
"case_355","start->serD|unassigned"
"case_355","serD|unassigned->vulnD|storage"
"case_355","vulnD|storage->vulnD|storage"
"case_355","vulnD|storage->end"
"case_356","start->serD|unassigned"
"case_356","serD|unassigned->vulnD|storage"
"case_356","vulnD|storage->serD|unassigned"
"case_356","serD|unassigned->vulnD|storage"
"case_356","vulnD|storage->serD|ATCcomm"
"case_356","serD|ATCcomm->vulnD|storage"
"case_356","vulnD|storage->end"
"case_357","start->serD|unassigned"
"case_357","serD|unassigned->vulnD|storage"
"case_357","vulnD|storage->serD|unassigned"
"case_357","serD|unassigned->vulnD|storage"
"case_357","vulnD|storage->end"
"case_358","start->hostD|http(s)"
"case_358","hostD|http(s)->serD|unassigned"
"case_358","serD|unassigned->vulnD|storage"
"case_358","vulnD|storage->serD|unassigned"
"case_358","serD|unassigned->vulnD|storage"
"case_358","vulnD|storage->end"
"case_359","start->hostD|http(s)"
"case_359","hostD|http(s)->serD|unassigned"
"case_359","serD|unassigned->vulnD|storage"
"case_359","vulnD|storage->bfCred|email"
"case_359","bfCred|email->end"
"case_360","start->hostD|hostingServer"
"case_360","hostD|hostingServer->serD|unassigned"
"case_360","serD|unassigned->vulnD|storage"
"case_360","vulnD|storage->rPrivEsc|http(s)"
"case_360","rPrivEsc|http(s)->exfil|http(s)"
"case_360","exfil|http(s)->end"
"case_361","start->hostD|remoteAccess"
"case_361","hostD|remoteAccess->serD|storage"
"case_361","serD|storage->vulnD|storage"
"case_361","vulnD|storage->infoD|remoteAccess"
"case_361","infoD|remoteAccess->serD|storage"
"case_361","serD|storage->vulnD|storage"
"case_361","vulnD|storage->infoD|remoteAccess"
"case_361","infoD|remoteAccess->end"
"case_362","start->serD|unassigned"
"case_362","serD|unassigned->vulnD|storage"
"case_362","vulnD|storage->hostD|remoteAccess"
"case_362","hostD|remoteAccess->serD|unassigned"
"case_362","serD|unassigned->vulnD|storage"
"case_362","vulnD|storage->infoD|remoteAccess"
"case_362","infoD|remoteAccess->end"
"case_363","start->hostD|remoteAccess"
"case_363","hostD|remoteAccess->serD|ATCcomm"
"case_363","serD|ATCcomm->vulnD|storage"
"case_363","vulnD|storage->infoD|remoteAccess"
"case_363","infoD|remoteAccess->serD|ATCcomm"
"case_363","serD|ATCcomm->vulnD|storage"
