"case","event","index"
161,"serD|unassigned",11
162,"vulnD|storage",0
162,"serD|remoteAccess",1
162,"vulnD|storage",2
162,"serD|ATCcomm",3
162,"vulnD|remoteAccess",4
162,"vulnD|storage",5
162,"vulnD|storage",6
162,"serD|unassigned",7
162,"vulnD|storage",8
162,"serD|unassigned",9
163,"vulnD|storage",0
163,"serD|remoteAccess",1
163,"vulnD|storage",2
163,"serD|ATCcomm",3
163,"vulnD|remoteAccess",4
163,"vulnD|storage",5
163,"vulnD|storage",6
163,"serD|unassigned",7
163,"vulnD|storage",8
163,"serD|unassigned",9
164,"vulnD|storage",0
164,"serD|remoteAccess",1
164,"vulnD|storage",2
164,"serD|ATCcomm",3
164,"vulnD|remoteAccess",4
164,"vulnD|storage",5
164,"vulnD|storage",6
164,"serD|unassigned",7
164,"vulnD|storage",8
164,"serD|unassigned",9
165,"vulnD|storage",0
165,"serD|remoteAccess",1
165,"vulnD|storage",2
165,"serD|ATCcomm",3
165,"vulnD|storage",4
165,"vulnD|storage",5
165,"serD|unassigned",6
165,"infoD|broadcast",7
165,"surf|broadcast",8
165,"vulnD|storage",9
165,"serD|unassigned",10
166,"vulnD|storage",0
166,"vulnD|storage",1
166,"vulnD|storage",2
166,"serD|remoteAccess",3
166,"serD|ATCcomm",4
166,"vulnD|storage",5
166,"vulnD|remoteAccess",6
166,"vulnD|storage",7
166,"vulnD|storage",8
166,"serD|unassigned",9
166,"vulnD|storage",10
166,"serD|unassigned",11
167,"hostD|http(s)",0
167,"vulnD|storage",1
167,"serD|remoteAccess",2
167,"hostD|http(s)",3
167,"vulnD|storage",4
167,"serD|ATCcomm",5
167,"vulnD|storage",6
167,"serD|unassigned",7
167,"vulnD|storage",8
167,"vulnD|storage",9
167,"serD|unassigned",10
167,"vulnD|storage",11
167,"serD|unassigned",12
168,"netDOS|http(s)",0
168,"infoD|http(s)",1
168,"surf|http(s)",2
168,"vulnD|storage",3
168,"serD|remoteAccess",4
168,"hostD|http(s)",5
169,"serD|remoteAccess",0
169,"vulnD|storage",1
169,"serD|remoteAccess",2
169,"hostD|hostingServer",3
170,"bfCred|email",0
170,"vulnD|storage",1
170,"serD|unassigned",2
170,"hostD|http(s)",3
171,"vulnD|storage",0
171,"serD|unassigned",1
171,"vulnD|storage",2
171,"serD|unassigned",3
171,"vulnD|storage",4
171,"serD|unassigned",5
172,"vulnD|storage",0
172,"serD|ATCcomm",1
172,"infoD|unassigned",2
172,"vulnD|storage",3
172,"serD|unassigned",4
172,"hostD|http(s)",5
172,"vulnD|storage",6
172,"serD|unassigned",7
173,"vulnD|storage",0
173,"serD|unassigned",1
173,"vulnD|storage",2
173,"serD|unassigned",3
174,"vulnD|storage",0
174,"serD|ATCcomm",1
174,"vulnD|storage",2
174,"serD|unassigned",3
174,"vulnD|storage",4
174,"serD|ATCcomm",5
174,"vulnD|storage",6
174,"serD|unassigned",7
175,"vulnD|storage",0
175,"serD|ATCcomm",1
175,"vulnD|storage",2
175,"serD|unassigned",3
175,"vulnD|storage",4
175,"serD|storage",5
175,"vulnD|storage",6
175,"serD|unassigned",7
176,"vulnD|storage",0
176,"serD|unassigned",1
176,"vulnD|storage",2
176,"serD|unassigned",3
176,"vulnD|storage",4
176,"serD|unassigned",5
176,"vulnD|storage",6
176,"serD|unassigned",7
176,"vulnD|storage",8
176,"serD|unassigned",9
177,"vulnD|storage",0
177,"serD|unassigned",1
177,"vulnD|storage",2
177,"serD|unassigned",3
178,"vulnD|storage",0
178,"serD|unassigned",1
178,"vulnD|storage",2
178,"serD|unassigned",3
179,"vulnD|storage",0
179,"serD|storage",1
179,"hostD|remoteAccess",2
179,"vulnD|storage",3
179,"serD|unassigned",4
179,"hostD|http(s)",5
179,"vulnD|storage",6
179,"serD|unassigned",7
180,"vulnD|storage",0
180,"serD|remoteAccess",1
180,"vulnD|storage",2
180,"serD|unassigned",3
181,"vulnD|storage",0
181,"serD|remoteAccess",1
181,"hostD|http(s)",2
181,"hostD|http(s)",3
181,"vulnD|storage",4
181,"serD|unassigned",5
182,"hostD|http(s)",0
182,"vulnD|storage",1
182,"serD|unassigned",2
182,"vulnD|storage",3
182,"serD|ATCcomm",4
182,"hostD|http(s)",5
183,"CnC|http(s)",0
183,"CnC|http(s)",1
183,"CnC|http(s)",2
184,"exfil|unassigned",0
184,"exfil|unassigned",1
184,"infoD|unassigned",2
185,"exfil|unassigned",0
185,"infoD|unassigned",1
185,"vulnD|storage",2
185,"serD|unassigned",3
186,"uPrivEsc|hostingServer",0
186,"vulnD|storage",1
186,"serD|unassigned",2
187,"infoD|unassigned",0
187,"vulnD|storage",1
187,"serD|unassigned",2
187,"vulnD|storage",3
187,"serD|unassigned",4
187,"infoD|http(s)",5
187,"hostD|remoteAccess",6
187,"vulnD|storage",7
187,"serD|unassigned",8
187,"vulnD|storage",9
187,"serD|unassigned",10
187,"vulnD|storage",11
187,"serD|surveillance",12
187,"infoD|http(s)",13
188,"infoD|http(s)",0
188,"infoD|http(s)",1
188,"vulnD|storage",2
188,"serD|unassigned",3
188,"infoD|http(s)",4
189,"vulnD|storage",0
189,"serD|unassigned",1
189,"vulnD|storage",2
189,"serD|unassigned",3
189,"vulnD|storage",4
189,"serD|unassigned",5
189,"infoD|unassigned",6
190,"vulnD|storage",0
190,"serD|unassigned",1
190,"vulnD|storage",2
190,"serD|unassigned",3
190,"vulnD|storage",4
190,"serD|unassigned",5
191,"vulnD|storage",0
191,"serD|unassigned",1
191,"vulnD|storage",2
191,"serD|unassigned",3
191,"vulnD|storage",4
191,"serD|unassigned",5
192,"vulnD|storage",0
192,"serD|unassigned",1
192,"vulnD|storage",2
192,"serD|unassigned",3
192,"vulnD|storage",4
192,"serD|unassigned",5
193,"vulnD|storage",0
193,"serD|unassigned",1
193,"infoD|unassigned",2
193,"vulnD|storage",3
193,"serD|unassigned",4
193,"vulnD|storage",5
193,"serD|unassigned",6
193,"vulnD|storage",7
193,"serD|ATCcomm",8
193,"vulnD|storage",9
193,"serD|unassigned",10
194,"vulnD|storage",0
194,"serD|unassigned",1
194,"vulnD|storage",2
194,"serD|unassigned",3
194,"vulnD|storage",4
194,"serD|unassigned",5
195,"vulnD|storage",0
195,"serD|unassigned",1
195,"vulnD|storage",2
195,"serD|unassigned",3
195,"vulnD|storage",4
195,"serD|unassigned",5
196,"vulnD|storage",0
196,"serD|unassigned",1
196,"vulnD|storage",2
196,"serD|unassigned",3
196,"vulnD|storage",4
196,"serD|unassigned",5
197,"infoD|unassigned",0
197,"vulnD|storage",1
197,"serD|unassigned",2
197,"infoD|unassigned",3
197,"vulnD|storage",4
197,"serD|unassigned",5
197,"vulnD|storage",6
197,"serD|unassigned",7
197,"vulnD|storage",8
197,"serD|unassigned",9
197,"vulnD|storage",10
197,"serD|unassigned",11
198,"vulnD|storage",0
198,"serD|unassigned",1
198,"vulnD|storage",2
198,"serD|unassigned",3
198,"vulnD|storage",4
198,"serD|unassigned",5
199,"vulnD|storage",0
199,"serD|unassigned",1
199,"infoD|unassigned",2
200,"hostD|remoteAccess",0
200,"vulnD|voip",1
200,"vulnD|storage",2
200,"serD|ATCcomm",3
201,"CnC|http(s)",0
201,"infoD|http(s)",1
201,"infoD|http(s)",2
202,"vulnD|storage",0
202,"serD|unassigned",1
202,"hostD|http(s)",2
203,"vulnD|storage",0
203,"serD|unassigned",1
203,"hostD|surveillance",2
204,"uPrivEsc|hostingServer",0
204,"vulnD|storage",1
204,"serD|unassigned",2
204,"hostD|wireless",3
205,"vulnD|storage",0
205,"serD|unassigned",1
205,"hostD|http(s)",2
206,"vulnD|storage",0
206,"serD|unassigned",1
206,"hostD|unassigned",2
207,"bfCred|email",0
207,"vulnD|storage",1
207,"serD|unassigned",2
207,"hostD|http(s)",3
208,"hostD|remoteAccess",0
208,"infoD|remoteAccess",1
208,"hostD|http(s)",2
208,"vulnD|storage",3
208,"serD|unassigned",4
208,"vulnD|storage",5
208,"serD|unassigned",6
208,"hostD|http(s)",7
209,"hostD|http(s)",0
209,"vulnD|http(s)",1
209,"serD|ATCcomm",2
209,"hostD|remoteAccess",3
209,"infoD|remoteAccess",4
209,"vulnD|storage",5
209,"serD|unassigned",6
209,"vulnD|storage",7
209,"serD|unassigned",8
209,"vulnD|storage",9
209,"serD|unassigned",10
210,"hostD|http(s)",0
210,"vulnD|storage",1
210,"serD|ATCcomm",2
210,"hostD|remoteAccess",3
210,"infoD|remoteAccess",4
210,"vulnD|storage",5
210,"serD|unassigned",6
210,"vulnD|storage",7
210,"serD|unassigned",8
210,"vulnD|storage",9
210,"serD|unassigned",10
211,"vulnD|storage",0
211,"serD|ATCcomm",1
211,"hostD|remoteAccess",2
211,"infoD|remoteAccess",3
211,"vulnD|storage",4
211,"serD|unassigned",5
211,"vulnD|storage",6
211,"serD|unassigned",7
211,"vulnD|storage",8
211,"serD|unassigned",9
212,"hostD|http(s)",0
212,"vulnD|storage",1
212,"serD|ATCcomm",2
212,"hostD|remoteAccess",3
212,"infoD|remoteAccess",4
212,"hostD|http(s)",5
212,"serD|voip",6
212,"vulnD|storage",7
212,"serD|unassigned",8
212,"vulnD|storage",9
212,"serD|unassigned",10
212,"vulnD|storage",11
212,"serD|unassigned",12
212,"hostD|http(s)",13
213,"vulnD|storage",0
213,"serD|ATCcomm",1
213,"hostD|remoteAccess",2
213,"infoD|remoteAccess",3
213,"vulnD|storage",4
213,"serD|unassigned",5
213,"vulnD|storage",6
213,"serD|unassigned",7
213,"vulnD|storage",8
213,"serD|unassigned",9
214,"vulnD|storage",0
214,"serD|ATCcomm",1
214,"hostD|remoteAccess",2
214,"infoD|remoteAccess",3
214,"vulnD|storage",4
214,"serD|unassigned",5
214,"vulnD|storage",6
214,"serD|unassigned",7
214,"vulnD|storage",8
214,"serD|unassigned",9
215,"hostD|remoteAccess",0
215,"infoD|remoteAccess",1
215,"vulnD|storage",2
215,"serD|unassigned",3
215,"vulnD|storage",4
215,"serD|unassigned",5
215,"vulnD|storage",6
215,"serD|unassigned",7
216,"bfCred|email",0
216,"vulnD|storage",1
216,"serD|unassigned",2
216,"hostD|http(s)",3
217,"bfCred|email",0
217,"vulnD|storage",1
217,"serD|unassigned",2
217,"vulnD|storage",3
217,"serD|unassigned",4
218,"infoD|email",0
218,"infoD|remoteAccess",1
218,"hostD|remoteAccess",2
218,"hostD|http(s)",3
219,"hostD|remoteAccess",0
219,"infoD|remoteAccess",1
219,"hostD|unassigned",2
219,"vulnD|storage",3
219,"serD|unassigned",4
219,"vulnD|storage",5
219,"serD|unassigned",6
219,"vulnD|storage",7
219,"serD|unassigned",8
219,"hostD|unassigned",9
220,"hostD|remoteAccess",0
220,"infoD|remoteAccess",1
220,"hostD|http(s)",2
220,"vulnD|storage",3
220,"serD|unassigned",4
220,"vulnD|storage",5
220,"serD|unassigned",6
220,"vulnD|storage",7
220,"serD|unassigned",8
220,"hostD|http(s)",9
221,"hostD|remoteAccess",0
221,"infoD|remoteAccess",1
221,"hostD|surveillance",2
221,"vulnD|storage",3
221,"serD|unassigned",4
221,"vulnD|storage",5
221,"vulnD|storage",6
221,"serD|unassigned",7
221,"hostD|surveillance",8
222,"vulnD|storage",0
222,"serD|ATCcomm",1
222,"hostD|remoteAccess",2
222,"infoD|remoteAccess",3
222,"vulnD|storage",4
222,"serD|unassigned",5
222,"vulnD|storage",6
222,"serD|unassigned",7
222,"vulnD|storage",8
222,"serD|unassigned",9
223,"vulnD|storage",0
223,"serD|ATCcomm",1
223,"hostD|remoteAccess",2
223,"infoD|remoteAccess",3
223,"vulnD|storage",4
223,"serD|unassigned",5
223,"vulnD|storage",6
223,"serD|unassigned",7
223,"vulnD|storage",8
223,"serD|unassigned",9
224,"vulnD|storage",0
224,"vulnD|storage",1
224,"serD|ATCcomm",2
224,"hostD|remoteAccess",3
224,"infoD|remoteAccess",4
224,"vulnD|storage",5
224,"serD|unassigned",6
224,"vulnD|storage",7
224,"serD|unassigned",8
224,"vulnD|storage",9
224,"serD|unassigned",10
225,"vulnD|storage",0
225,"serD|ATCcomm",1
225,"hostD|remoteAccess",2
225,"infoD|remoteAccess",3
225,"vulnD|storage",4
225,"serD|unassigned",5
225,"vulnD|storage",6
225,"serD|unassigned",7
225,"vulnD|storage",8
225,"serD|unassigned",9
226,"hostD|remoteAccess",0
226,"infoD|remoteAccess",1
226,"hostD|http(s)",2
226,"vulnD|storage",3
226,"serD|unassigned",4
226,"vulnD|storage",5
226,"serD|unassigned",6
226,"vulnD|storage",7
226,"serD|unassigned",8
226,"hostD|http(s)",9
227,"hostD|http(s)",0
227,"vulnD|storage",1
227,"serD|ATCcomm",2
227,"hostD|remoteAccess",3
227,"infoD|remoteAccess",4
227,"hostD|http(s)",5
227,"vulnD|storage",6
227,"serD|unassigned",7
227,"vulnD|storage",8
227,"serD|unassigned",9
227,"vulnD|storage",10
227,"serD|unassigned",11
227,"hostD|http(s)",12
228,"hostD|remoteAccess",0
228,"infoD|remoteAccess",1
228,"vulnD|storage",2
228,"serD|unassigned",3
228,"vulnD|storage",4
228,"serD|unassigned",5
228,"vulnD|storage",6
228,"serD|unassigned",7
229,"delivery|http(s)",0
229,"exfil|http(s)",1
229,"dManip|http(s)",2
229,"resHJ|http(s)",3
229,"ACE|http(s)",4
229,"CnC|http(s)",5
229,"remoteexp|http(s)",6
229,"acctManip|http(s)",7
229,"rPrivEsc|http(s)",8
229,"infoD|http(s)",9
229,"vulnD|storage",10
229,"serD|unassigned",11
229,"hostD|http(s)",12
229,"surf|http(s)",13
230,"delivery|http(s)",0
230,"exfil|http(s)",1
230,"dManip|http(s)",2
230,"resHJ|http(s)",3
230,"ACE|http(s)",4
230,"CnC|http(s)",5
230,"remoteexp|http(s)",6
230,"acctManip|http(s)",7
230,"rPrivEsc|http(s)",8
230,"infoD|http(s)",9
230,"vulnD|storage",10
230,"serD|unassigned",11
230,"hostD|http(s)",12
230,"surf|http(s)",13
231,"delivery|remoteAccess",0
231,"exfil|remoteAccess",1
231,"dManip|remoteAccess",2
231,"resHJ|remoteAccess",3
231,"ACE|remoteAccess",4
231,"remoteexp|remoteAccess",5
231,"acctManip|remoteAccess",6
231,"rPrivEsc|remoteAccess",7
231,"infoD|remoteAccess",8
231,"vulnD|remoteAccess",9
231,"surf|remoteAccess",10
231,"hostD|remoteAccess",11
232,"vulnD|storage",0
232,"serD|unassigned",1
232,"vulnD|storage",2
232,"serD|unassigned",3
232,"vulnD|storage",4
232,"serD|unassigned",5
233,"vulnD|storage",0
233,"serD|unassigned",1
233,"vulnD|storage",2
233,"serD|unassigned",3
233,"vulnD|storage",4
233,"serD|unassigned",5
234,"vulnD|storage",0
234,"serD|unassigned",1
234,"vulnD|storage",2
234,"serD|unassigned",3
234,"vulnD|storage",4
234,"serD|unassigned",5
234,"vulnD|storage",6
234,"serD|unassigned",7
235,"vulnD|storage",0
235,"serD|unassigned",1
235,"vulnD|storage",2
235,"serD|unassigned",3
236,"vulnD|storage",0
236,"serD|unassigned",1
236,"vulnD|storage",2
236,"serD|unassigned",3
237,"vulnD|storage",0
237,"serD|storage",1
237,"vulnD|storage",2
237,"serD|unassigned",3
237,"vulnD|storage",4
237,"serD|unassigned",5
238,"vulnD|storage",0
238,"serD|unassigned",1
238,"vulnD|storage",2
238,"serD|unassigned",3
238,"vulnD|storage",4
238,"serD|unassigned",5
238,"vulnD|storage",6
238,"serD|unassigned",7
239,"vulnD|storage",0
239,"serD|unassigned",1
239,"vulnD|storage",2
239,"serD|unassigned",3
239,"vulnD|storage",4
239,"serD|unassigned",5
240,"infoD|http(s)",0
240,"vulnD|storage",1
240,"serD|unassigned",2
240,"vulnD|storage",3
240,"serD|unassigned",4
240,"vulnD|storage",5
240,"serD|unassigned",6
241,"vulnD|storage",0
241,"serD|unassigned",1
241,"vulnD|storage",2
241,"serD|unassigned",3
242,"exfil|http(s)",0
242,"ACE|http(s)",1
242,"infoD|http(s)",2
242,"vulnD|storage",3
242,"serD|unassigned",4
242,"hostD|http(s)",5
243,"delivery|wireless",0
243,"exfil|wireless",1
243,"dManip|wireless",2
243,"resHJ|wireless",3
243,"ACE|wireless",4
243,"remoteexp|wireless",5
243,"acctManip|wireless",6
243,"rPrivEsc|wireless",7
243,"infoD|wireless",8
243,"vulnD|wireless",9
243,"surf|wireless",10
243,"hostD|wireless",11
244,"delivery|http(s)",0
244,"exfil|http(s)",1
244,"dManip|http(s)",2
244,"resHJ|http(s)",3
244,"ACE|http(s)",4
244,"CnC|http(s)",5
244,"remoteexp|http(s)",6
244,"acctManip|http(s)",7
244,"rPrivEsc|http(s)",8
244,"infoD|http(s)",9
244,"vulnD|storage",10
244,"serD|unassigned",11
244,"hostD|http(s)",12
244,"surf|http(s)",13
245,"delivery|http(s)",0
245,"exfil|http(s)",1
245,"dManip|http(s)",2
245,"resHJ|http(s)",3
245,"ACE|http(s)",4
245,"CnC|http(s)",5
245,"remoteexp|http(s)",6
245,"acctManip|http(s)",7
245,"rPrivEsc|http(s)",8
245,"infoD|http(s)",9
245,"vulnD|storage",10
245,"serD|unassigned",11
245,"hostD|http(s)",12
245,"surf|http(s)",13
246,"delivery|unassigned",0
246,"exfil|unassigned",1
246,"dManip|unassigned",2
246,"resHJ|unassigned",3
246,"ACE|unassigned",4
246,"remoteexp|unassigned",5
246,"acctManip|unassigned",6
246,"rPrivEsc|unassigned",7
246,"infoD|unassigned",8
246,"vulnD|unassigned",9
246,"surf|unassigned",10
246,"hostD|unassigned",11
247,"delivery|http(s)",0
247,"exfil|http(s)",1
247,"dManip|http(s)",2
247,"resHJ|http(s)",3
247,"ACE|http(s)",4
247,"CnC|http(s)",5
247,"remoteexp|http(s)",6
247,"acctManip|http(s)",7
247,"rPrivEsc|http(s)",8
247,"infoD|http(s)",9
247,"vulnD|storage",10
247,"serD|unassigned",11
247,"hostD|http(s)",12
247,"surf|http(s)",13
248,"delivery|http(s)",0
248,"exfil|http(s)",1
248,"dManip|http(s)",2
248,"resHJ|http(s)",3
248,"ACE|http(s)",4
248,"CnC|http(s)",5
248,"remoteexp|http(s)",6
248,"acctManip|http(s)",7
248,"rPrivEsc|http(s)",8
248,"infoD|http(s)",9
248,"vulnD|storage",10
248,"serD|unassigned",11
248,"hostD|http(s)",12
248,"surf|http(s)",13
249,"exfil|hostingServer",0
249,"dManip|hostingServer",1
249,"resHJ|hostingServer",2
249,"ACE|hostingServer",3
249,"remoteexp|hostingServer",4
249,"acctManip|hostingServer",5
249,"rPrivEsc|hostingServer",6
249,"infoD|hostingServer",7
249,"vulnD|hostingServer",8
249,"surf|hostingServer",9
249,"hostD|hostingServer",10
250,"serD|remoteAccess",0
250,"serD|remoteAccess",1
250,"serD|remoteAccess",2
251,"resHJ|surveillance",0
251,"exfil|surveillance",1
251,"dManip|surveillance",2
251,"ACE|surveillance",3
251,"remoteexp|surveillance",4
251,"acctManip|surveillance",5
251,"rPrivEsc|surveillance",6
251,"infoD|surveillance",7
251,"vulnD|surveillance",8
251,"surf|surveillance",9
251,"hostD|surveillance",10
251,"vulnD|storage",11
251,"serD|unassigned",12
252,"delivery|http(s)",0
252,"exfil|http(s)",1
252,"dManip|http(s)",2
252,"resHJ|http(s)",3
252,"ACE|http(s)",4
252,"CnC|http(s)",5
252,"remoteexp|http(s)",6
252,"acctManip|http(s)",7
252,"rPrivEsc|http(s)",8
252,"infoD|http(s)",9
252,"vulnD|storage",10
252,"serD|unassigned",11
252,"hostD|http(s)",12
252,"surf|http(s)",13
253,"delivery|http(s)",0
253,"exfil|http(s)",1
253,"dManip|http(s)",2
253,"resHJ|http(s)",3
253,"ACE|http(s)",4
253,"remoteexp|http(s)",5
253,"acctManip|http(s)",6
253,"rPrivEsc|http(s)",7
253,"infoD|http(s)",8
253,"vulnD|storage",9
253,"hostD|http(s)",10
253,"surf|http(s)",11
254,"exfil|http(s)",0
254,"dManip|http(s)",1
254,"resHJ|http(s)",2
254,"ACE|http(s)",3
254,"CnC|http(s)",4
254,"remoteexp|http(s)",5
254,"acctManip|http(s)",6
254,"rPrivEsc|http(s)",7
254,"infoD|http(s)",8
254,"hostD|http(s)",9
254,"surf|http(s)",10
255,"delivery|http(s)",0
255,"exfil|http(s)",1
255,"dManip|http(s)",2
255,"resHJ|http(s)",3
255,"ACE|http(s)",4
255,"CnC|http(s)",5
255,"remoteexp|http(s)",6
255,"acctManip|http(s)",7
255,"rPrivEsc|http(s)",8
255,"infoD|http(s)",9
255,"vulnD|storage",10
255,"serD|unassigned",11
255,"hostD|http(s)",12
255,"surf|http(s)",13
256,"delivery|http(s)",0
256,"exfil|http(s)",1
256,"dManip|http(s)",2
256,"resHJ|http(s)",3
256,"ACE|http(s)",4
256,"CnC|http(s)",5
256,"remoteexp|http(s)",6
256,"acctManip|http(s)",7
256,"rPrivEsc|http(s)",8
256,"infoD|http(s)",9
256,"vulnD|storage",10
256,"serD|unassigned",11
256,"hostD|http(s)",12
256,"surf|http(s)",13
257,"delivery|http(s)",0
257,"exfil|http(s)",1
257,"dManip|http(s)",2
257,"resHJ|http(s)",3
257,"ACE|http(s)",4
257,"remoteexp|http(s)",5
257,"acctManip|http(s)",6
257,"rPrivEsc|http(s)",7
257,"infoD|http(s)",8
257,"vulnD|storage",9
257,"hostD|http(s)",10
257,"surf|http(s)",11
258,"exfil|http(s)",0
258,"ACE|http(s)",1
258,"infoD|http(s)",2
258,"vulnD|storage",3
258,"serD|unassigned",4
258,"hostD|http(s)",5
259,"delivery|wireless",0
259,"exfil|wireless",1
259,"dManip|wireless",2
259,"resHJ|wireless",3
259,"ACE|wireless",4
259,"remoteexp|wireless",5
259,"acctManip|wireless",6
259,"rPrivEsc|wireless",7
259,"infoD|wireless",8
259,"vulnD|wireless",9
259,"surf|wireless",10
259,"hostD|wireless",11
260,"exfil|http(s)",0
260,"dManip|http(s)",1
260,"ACE|http(s)",2
260,"remoteexp|http(s)",3
260,"acctManip|http(s)",4
260,"rPrivEsc|http(s)",5
260,"infoD|http(s)",6
260,"vulnD|storage",7
260,"serD|unassigned",8
260,"hostD|http(s)",9
260,"surf|http(s)",10
261,"exfil|hostingServer",0
261,"ACE|hostingServer",1
261,"rPrivEsc|hostingServer",2
261,"infoD|hostingServer",3
261,"hostD|hostingServer",4
262,"dManip|hostingServer",0
262,"resHJ|hostingServer",1
262,"remoteexp|hostingServer",2
262,"acctManip|hostingServer",3
262,"surf|hostingServer",4
263,"exfil|surveillance",0
263,"ACE|surveillance",1
263,"rPrivEsc|surveillance",2
263,"infoD|surveillance",3
263,"vulnD|surveillance",4
263,"hostD|surveillance",5
263,"vulnD|storage",6
263,"serD|unassigned",7
264,"dManip|surveillance",0
264,"resHJ|surveillance",1
264,"remoteexp|surveillance",2
264,"acctManip|surveillance",3
265,"vulnD|storage",0
265,"serD|unassigned",1
265,"vulnD|storage",2
265,"serD|unassigned",3
266,"vulnD|storage",0
266,"serD|unassigned",1
266,"vulnD|storage",2
266,"serD|unassigned",3
267,"vulnD|storage",0
267,"serD|unassigned",1
267,"vulnD|storage",2
267,"serD|unassigned",3
268,"vulnD|storage",0
268,"serD|unassigned",1
268,"vulnD|storage",2
268,"serD|unassigned",3
269,"vulnD|storage",0
269,"serD|unassigned",1
269,"vulnD|storage",2
269,"serD|unassigned",3
270,"delivery|http(s)",0
270,"exfil|http(s)",1
270,"dManip|http(s)",2
270,"resHJ|http(s)",3
270,"ACE|http(s)",4
270,"CnC|http(s)",5
270,"remoteexp|http(s)",6
270,"acctManip|http(s)",7
270,"rPrivEsc|http(s)",8
270,"infoD|http(s)",9
270,"serD|unassigned",10
270,"hostD|http(s)",11
270,"surf|http(s)",12
270,"vulnD|http(s)",13
270,"vulnD|storage",14
270,"serD|unassigned",15
271,"vulnD|storage",0
271,"serD|unassigned",1
271,"vulnD|storage",2
271,"serD|unassigned",3
272,"delivery|http(s)",0
272,"exfil|http(s)",1
272,"dManip|http(s)",2
272,"resHJ|http(s)",3
272,"ACE|http(s)",4
272,"CnC|http(s)",5
272,"remoteexp|http(s)",6
272,"acctManip|http(s)",7
272,"rPrivEsc|http(s)",8
272,"infoD|http(s)",9
272,"serD|unassigned",10
272,"hostD|http(s)",11
272,"surf|http(s)",12
272,"vulnD|http(s)",13
272,"vulnD|storage",14
272,"serD|unassigned",15
273,"vulnD|storage",0
273,"serD|unassigned",1
273,"vulnD|storage",2
273,"serD|unassigned",3
274,"vulnD|storage",0
274,"vulnD|storage",1
274,"vulnD|storage",2
275,"CnC|http(s)",0
275,"infoD|http(s)",1
275,"infoD|http(s)",2
276,"vulnD|storage",0
276,"serD|ATCcomm",1
276,"vulnD|storage",2
276,"serD|ATCcomm",3
276,"hostD|http(s)",4
276,"vulnD|storage",5
276,"serD|ATCcomm",6
276,"hostD|http(s)",7
276,"vulnD|storage",8
276,"serD|unassigned",9
276,"serD|remoteAccess",10
276,"hostD|http(s)",11
276,"vulnD|storage",12
276,"serD|unassigned",13
276,"serD|remoteAccess",14
276,"hostD|http(s)",15
276,"vulnD|storage",16
276,"serD|unassigned",17
276,"vulnD|storage",18
276,"serD|unassigned",19
276,"hostD|http(s)",20
276,"serD|unassigned",21
276,"vulnD|storage",22
276,"serD|remoteAccess",23
276,"hostD|http(s)",24
277,"bfCred|email",0
277,"serD|remoteAccess",1
277,"vulnD|storage",2
277,"serD|remoteAccess",3
277,"hostD|http(s)",4
278,"bfCred|email",0
278,"vulnD|storage",1
278,"serD|unassigned",2
278,"hostD|http(s)",3
279,"bfCred|email",0
279,"serD|remoteAccess",1
279,"hostD|http(s)",2
280,"rPrivEsc|email",0
280,"serD|remoteAccess",1
280,"hostD|http(s)",2
280,"vulnD|storage",3
280,"serD|unassigned",4
281,"serD|remoteAccess",0
281,"hostD|unassigned",1
281,"vulnD|storage",2
281,"serD|unassigned",3
281,"hostD|unassigned",4
281,"serD|remoteAccess",5
281,"vulnD|storage",6
281,"serD|remoteAccess",7
281,"hostD|http(s)",8
282,"exfil|unassigned",0
282,"infoD|unassigned",1
282,"serD|remoteAccess",2
282,"hostD|wireless",3
282,"vulnD|storage",4
282,"serD|unassigned",5
282,"hostD|wireless",6
282,"serD|unassigned",7
282,"vulnD|storage",8
282,"serD|remoteAccess",9
282,"hostD|http(s)",10
283,"exfil|unassigned",0
283,"hostD|wireless",1
283,"vulnD|storage",2
283,"serD|unassigned",3
284,"serD|remoteAccess",0
284,"hostD|hostingServer",1
284,"vulnD|storage",2
284,"serD|unassigned",3
284,"serD|remoteAccess",4
284,"hostD|hostingServer",5
284,"vulnD|storage",6
284,"serD|unassigned",7
284,"hostD|hostingServer",8
284,"serD|remoteAccess",9
284,"vulnD|storage",10
284,"serD|remoteAccess",11
284,"hostD|http(s)",12
285,"hostD|http(s)",0
285,"vulnD|storage",1
285,"serD|unassigned",2
285,"hostD|http(s)",3
285,"vulnD|storage",4
285,"serD|unassigned",5
285,"vulnD|storage",6
285,"serD|unassigned",7
285,"hostD|http(s)",8
285,"serD|unassigned",9
285,"vulnD|storage",10
285,"serD|remoteAccess",11
285,"hostD|http(s)",12
286,"vulnD|storage",0
286,"vulnD|storage",1
286,"serD|unassigned",2
286,"vulnD|storage",3
286,"serD|ATCcomm",4
286,"vulnD|voip",5
286,"serD|remoteAccess",6
286,"hostD|http(s)",7
286,"vulnD|storage",8
286,"hostD|http(s)",9
286,"vulnD|storage",10
286,"serD|unassigned",11
286,"vulnD|voip",12
286,"serD|remoteAccess",13
286,"hostD|remoteAccess",14
286,"vulnD|storage",15
286,"serD|unassigned",16
286,"vulnD|voip",17
286,"serD|remoteAccess",18
286,"hostD|remoteAccess",19
286,"serD|voip",20
286,"vulnD|storage",21
286,"serD|unassigned",22
286,"hostD|remoteAccess",23
286,"serD|unassigned",24
286,"vulnD|storage",25
286,"serD|remoteAccess",26
